#chrom	start	end	size	num_data	min	max	mean	median	sum
chr1	116933403	116933513	110	110	489.00	638.00	570.71	573.00	62778.00
chr19	15374230	15374359	129	129	26.00	43.00	34.11	35.00	4400.00
chr12	56090682	56090852	170	170	30.00	50.00	41.75	42.00	7097.00
chr14	69445668	69445876	208	208	7.00	28.00	18.04	20.00	3752.00
chr12	57603474	57603651	177	177	119.00	217.00	170.15	169.00	30116.00
chr22	32897492	32898946	1454	1454	1.00	19.00	8.47	8.00	12315.00
chr16	16367702	16367764	62	62	1.00	71.00	38.84	40.00	2408.00
chr19	5245786	5246056	270	270	23.00	58.00	37.59	36.00	10149.00
chr16	74345440	74345829	389	389	2.00	17.00	7.90	7.00	3075.00
chr6	107096899	107097076	177	177	6.00	15.00	10.36	10.00	1833.00
chr1	29641883	29642019	136	136	40.00	63.00	53.38	56.00	7259.00
chr8	97342440	97342509	69	69	84.00	106.00	97.46	99.00	6725.00
chr8	68116914	68117054	140	140	15.00	44.00	30.40	30.00	4256.00
chr22	22037470	22037546	76	76	12.00	21.00	17.13	18.00	1302.00
chr22	50682147	50683420	1273	1273	5.00	35.00	22.01	22.00	28025.00
chr20	44048971	44049069	98	98	100.00	119.00	109.73	111.00	10754.00
chr1	36904356	36904511	155	155	5.00	46.00	26.83	27.00	4159.00
chr12	71054719	71054877	158	158	17.00	31.00	23.68	24.00	3742.00
chr15	50654364	50655515	1151	1151	0.00	13.00	5.48	5.00	6312.00
chr2	234198499	234198620	121	121	27.00	42.00	34.58	35.00	4184.00
chr9	128001699	128001812	113	113	147.00	193.00	169.23	168.00	19123.00
chr8	38272296	38272419	123	123	116.00	176.00	154.24	158.00	18972.00
chr11	73068069	73068179	110	110	45.00	72.00	59.62	60.00	6558.00
chr16	28123137	28123327	190	190	118.00	217.00	161.87	163.50	30756.00
chr12	49424062	49424222	160	160	6.00	22.00	14.62	15.00	2340.00
chr19	50302885	50303023	138	138	188.00	339.00	249.59	247.50	34443.00
chr19	42480567	42480718	151	151	2639.00	3415.00	3034.46	3034.00	458204.00
chr3	197904395	197905301	906	906	2.00	21.00	7.93	7.00	7188.00
chr13	100189992	100190117	125	125	37.00	63.00	51.13	51.00	6391.00
chr19	14268062	14268272	210	210	77.00	142.00	102.30	100.00	21484.00
chr10	93786886	93787057	171	171	13.00	27.00	18.80	19.00	3214.00
chr1	109808726	109808828	102	102	101.00	162.00	123.18	118.50	12564.00
chr4	134075461	134075520	59	59	18.00	32.00	27.27	29.00	1609.00
chr1	22052268	22053864	1596	1596	0.00	11.00	3.82	4.00	6103.00
chr9	140056855	140056968	113	113	507.00	680.00	574.92	562.00	64966.00
chr19	42482087	42482224	137	137	1810.00	2726.00	2147.99	2128.00	294274.00
chr19	4556962	4557025	63	63	285.00	349.00	317.62	315.00	20010.00
chr19	14266921	14267013	92	92	105.00	148.00	128.57	129.00	11828.00
chr22	42273851	42274127	276	276	4.00	243.00	120.00	142.00	33119.00
chr1	205549788	205550049	261	261	42.00	70.00	54.47	54.00	14216.00
chr1	110765585	110766522	937	937	11.00	54.00	29.59	30.00	27723.00
chr19	55553595	55554158	563	563	1.00	8.00	4.06	4.00	2285.00
chr7	150929881	150931360	1479	1479	5.00	45.00	18.04	17.00	26686.00
chr3	124215157	124215260	103	103	115.00	179.00	154.37	166.00	15900.00
chr16	58220658	58220760	102	102	9.00	22.00	15.68	15.00	1599.00
chr3	10381925	10382033	108	108	26.00	55.00	37.75	37.50	4077.00
chr10	11356101	11356221	120	120	31.00	42.00	37.92	38.00	4551.00
chr22	42294652	42294785	133	133	290.00	450.00	369.68	362.00	49168.00
chr1	2005531	2005714	183	183	1.00	15.00	9.45	11.00	1730.00
chr12	113722522	113722576	54	54	22.00	32.00	28.04	29.00	1514.00
chr9	131502198	131502398	200	200	3.00	255.00	191.88	200.00	38376.00
chr19	40873602	40873786	184	184	576.00	832.00	701.64	696.00	129101.00
chr2	220162606	220162825	219	219	152.00	306.00	223.08	224.00	48855.00
chr16	28270027	28270355	328	328	0.00	4.00	2.31	3.00	758.00
chr4	3225718	3225858	140	140	24.00	54.00	35.91	35.00	5027.00
chr17	44127898	44128070	172	172	19.00	30.00	24.41	24.00	4199.00
chr3	47462043	47462262	219	219	43.00	83.00	59.22	59.00	12969.00
chr6	99873090	99873182	92	92	3.00	52.00	24.18	22.00	2225.00
chr7	142561723	142562504	781	781	33.00	69.00	54.01	55.00	42184.00
chr1	159169540	159169666	126	126	484.00	736.00	639.34	669.00	80557.00
chr19	7606869	7606953	84	84	30.00	40.00	35.31	35.00	2966.00
chr16	2811561	2818298	6737	6737	3.00	411.00	142.18	115.00	957836.00
chr3	47450652	47450807	155	155	22.00	42.00	30.77	30.00	4769.00
chr11	118403631	118403922	291	291	17.00	41.00	30.44	31.00	8859.00
chr1	205555161	205555335	174	174	45.00	78.00	63.78	65.00	11098.00
chr12	125603186	125603311	125	125	14.00	25.00	19.50	20.00	2438.00
chr11	86658288	86659498	1210	1210	3.00	18.00	8.78	9.00	10623.00
chr22	37764946	37768745	3799	3799	0.00	254.00	64.98	53.00	246844.00
chr10	46345664	46346215	551	551	3.00	15.00	7.51	6.00	4139.00
chr22	33673045	33673241	196	196	77.00	140.00	102.53	96.00	20096.00
chr9	140042599	140042666	67	67	1.00	29.00	19.24	20.00	1289.00
chr3	48717233	48717320	87	87	50.00	84.00	64.72	64.00	5631.00
chr11	60681600	60681740	140	140	1.00	26.00	13.54	16.00	1895.00
chr10	93784512	93784724	212	212	18.00	32.00	25.22	26.00	5346.00
chr12	7289424	7290372	948	948	4.00	150.00	43.18	9.00	40937.00
chr3	132387062	132387526	464	464	1.00	11.00	4.35	4.00	2018.00
chr16	2335442	2335647	205	205	109.00	163.00	135.46	130.00	27769.00
chr16	1794782	1797276	2494	2494	1.00	151.00	30.36	22.00	75722.00
chr16	3786036	3786204	168	168	18.00	31.00	23.37	23.00	3926.00
chr9	141131209	141131766	557	557	2.00	24.00	8.41	7.00	4682.00
chr14	92965028	92966015	987	987	0.00	6.00	2.46	3.00	2430.00
chr19	54692070	54692200	130	130	69.00	128.00	98.79	96.00	12843.00
chr15	43866006	43866230	224	224	24.00	49.00	34.63	33.00	7757.00
chr3	40231316	40231954	638	638	9.00	30.00	16.31	16.00	10403.00
chr3	50148937	50149455	518	518	3.00	16.00	9.84	10.00	5096.00
chr4	81117505	81117755	250	250	17.00	36.00	28.69	29.00	7173.00
chr10	46740404	46740638	234	234	1.00	17.00	7.34	5.00	1717.00
chr3	124210169	124210271	102	102	88.00	123.00	104.25	102.00	10634.00
chr11	107488830	107488932	102	102	39.00	61.00	49.78	49.00	5078.00
chr9	130591965	130592106	141	141	38.00	61.00	50.50	52.00	7121.00
chr1	20981932	20982027	95	95	118.00	170.00	135.41	132.00	12864.00
chr12	75875613	75875859	246	246	10.00	19.00	13.89	14.00	3417.00
chr22	32046684	32046764	80	80	10.00	16.00	12.54	12.00	1003.00
chr11	70331418	70331658	240	240	7.00	20.00	15.38	17.00	3691.00
chr14	51079976	51080069	93	93	135.00	216.00	173.14	171.00	16102.00
chr17	80041077	80041301	224	224	131.00	266.00	190.99	177.50	42781.00
chr7	158540884	158540971	87	87	20.00	29.00	23.43	23.00	2038.00
chr1	21553651	21553719	68	68	12.00	22.00	17.47	17.00	1188.00
chr2	219206256	219206349	93	93	21.00	35.00	28.74	29.00	2673.00
chr17	18444211	18445242	1031	1031	0.00	9.00	4.52	5.00	4656.00
chr12	57599340	57599460	120	120	92.00	134.00	116.22	119.00	13946.00
chr11	64417919	64418110	191	191	71.00	97.00	83.31	84.00	15913.00
chr19	3274926	3275650	724	724	0.00	14.00	6.93	7.00	5018.00
chr16	18532086	18532305	219	219	96.00	179.00	134.50	139.00	29456.00
chr17	3776702	3776756	54	54	158.00	204.00	184.63	184.50	9970.00
chr1	116932670	116933033	363	363	2.00	572.00	277.26	459.00	100644.00
chr16	1505731	1505796	65	65	39.00	53.00	45.20	46.00	2938.00
chr1	9794029	9794200	171	171	462.00	592.00	536.96	538.00	91820.00
chr10	73579221	73579379	158	158	974.00	1265.00	1112.72	1124.50	175810.00
chr11	6411684	6412146	462	462	3.00	61.00	28.23	24.00	13044.00
chr1	159163212	159163350	138	138	167.00	267.00	218.43	217.00	30144.00
chr16	1816723	1816804	81	81	269.00	342.00	301.69	298.00	24437.00
chr7	91722399	91722630	231	231	1.00	28.00	18.52	19.00	4278.00
chr7	44281816	44281939	123	123	770.00	960.00	860.24	862.00	105810.00
chr2	220467189	220467297	108	108	9.00	24.00	18.63	18.50	2012.00
chr16	4494664	4494729	65	65	59.00	77.00	70.14	71.00	4559.00
chr15	34681844	34681986	142	142	4.00	127.00	89.84	99.00	12757.00
chr9	139995935	139996124	189	189	41.00	65.00	56.43	57.00	10666.00
chr3	180324040	180324160	120	120	16.00	32.00	26.32	26.00	3158.00
chr3	42678359	42681242	2883	2883	11.00	77.00	31.54	28.00	90943.00
chr7	131812776	131815333	2557	2557	7.00	54.00	23.98	24.00	61319.00
chr20	1585387	1585522	135	135	8.00	94.00	68.13	80.00	9198.00
chr3	126751229	126751442	213	213	78.00	124.00	95.85	94.00	20415.00
chr15	63920875	63921014	139	139	52.00	104.00	80.54	82.00	11195.00
chr16	2040128	2040202	74	74	5.00	26.00	14.65	12.00	1084.00
chr9	74324174	74324390	216	216	18.00	39.00	26.56	27.00	5736.00
chr20	44521858	44521950	92	92	107.00	146.00	123.02	121.00	11318.00
chr9	139911647	139911798	151	151	203.00	274.00	234.42	234.00	35397.00
chr9	140055507	140055649	142	142	361.00	527.00	464.75	488.00	65995.00
chr12	120148055	120148191	136	136	22.00	29.00	25.67	26.00	3491.00
chr12	50474280	50474372	92	92	44.00	72.00	60.25	60.50	5543.00
chr15	63125702	63125828	126	126	42.00	81.00	63.17	67.00	7960.00
chr9	20907148	20907241	93	93	39.00	55.00	45.90	45.00	4269.00
chr16	87874655	87874761	106	106	44.00	61.00	51.04	50.00	5410.00
chr2	162833269	162833460	191	191	0.00	141.00	70.82	96.00	13527.00
chr8	11704560	11704677	117	117	304.00	433.00	370.86	380.00	43391.00
chr15	63926931	63927087	156	156	60.00	78.00	68.16	68.00	10633.00
chr6	31668718	31668805	87	87	62.00	75.00	68.83	69.00	5988.00
chr7	148910792	148910906	114	114	9.00	23.00	17.40	17.00	1984.00
chr14	42355808	42357213	1405	1405	2.00	46.00	16.28	16.00	22874.00
chr10	88678928	88679226	298	298	7.00	16.00	12.26	12.00	3653.00
chr3	140998219	140998346	127	127	11.00	29.00	21.57	24.00	2740.00
chr1	144859758	144859998	240	240	37.00	84.00	58.12	59.00	13949.00
chr9	96054772	96055455	683	683	29.00	108.00	59.12	60.00	40379.00
chr19	7604803	7604944	141	141	26.00	47.00	36.45	36.00	5140.00
chr12	30906277	30907432	1155	1155	1.00	29.00	11.81	10.00	13642.00
chr9	131112762	131112854	92	92	49.00	74.00	63.38	67.50	5831.00
chr20	61981328	61982379	1051	1051	11.00	43.00	28.59	29.00	30046.00
chr7	38431348	38431618	270	270	192.00	309.00	232.44	226.00	62759.00
chr20	44521036	44521123	87	87	48.00	71.00	58.47	59.00	5087.00
chr11	64418726	64419108	382	382	61.00	114.00	84.16	82.00	32148.00
chr12	120148344	120150270	1926	1926	0.00	51.00	9.84	7.00	18950.00
chr12	6930971	6931066	95	95	3.00	135.00	69.48	68.00	6601.00
chr16	2339434	2339621	187	187	53.00	67.00	60.57	61.00	11327.00
chr2	27700083	27700187	104	104	3.00	15.00	7.60	7.00	790.00
chr14	69805367	69805494	127	127	60.00	112.00	80.59	77.00	10235.00
chr12	9242497	9242619	122	122	178.00	235.00	208.17	208.00	25397.00
chr3	58256658	58256791	133	133	62.00	110.00	86.61	86.00	11519.00
chr10	79744927	79745098	171	171	10.00	29.00	20.66	23.00	3533.00
chr1	159161725	159161866	141	141	89.00	185.00	139.58	145.00	19681.00
chr16	31085202	31085519	317	317	3.00	10.00	6.42	7.00	2034.00
chr1	171755018	171755218	200	200	11.00	21.00	15.98	16.00	3197.00
chr9	130988124	130989280	1156	1156	0.00	754.00	88.24	11.00	102003.00
chr15	63127935	63127998	63	63	49.00	69.00	57.83	58.00	3643.00
chr19	1917676	1917821	145	145	4.00	75.00	60.63	67.00	8791.00
chr22	25315792	25315960	168	168	36.00	66.00	48.96	47.00	8225.00
chr2	207943790	207945085	1295	1295	4.00	23.00	12.35	12.00	15988.00
chr11	47330706	47330952	246	246	0.00	211.00	84.63	3.00	20819.00
chr3	142743978	142746095	2117	2117	0.00	42.00	5.95	4.00	12603.00
chr7	44839492	44839694	202	202	4.00	11.00	7.09	7.00	1433.00
chr22	31688260	31688471	211	211	2.00	45.00	24.45	29.00	5158.00
chr11	66333492	66333638	146	146	186.00	256.00	217.99	222.00	31826.00
chr9	131114916	131115026	110	110	58.00	87.00	70.23	68.00	7725.00
chr1	20206	21013	807	807	1.00	53.00	24.78	26.00	19995.00
chr11	108216469	108216635	166	166	13.00	26.00	19.47	20.00	3232.00
chr1	209778880	209779019	139	139	60.00	107.00	84.72	83.00	11776.00
chr1	202935876	202936026	150	150	25.00	61.00	44.47	47.50	6671.00
chr12	57600255	57600524	269	269	110.00	185.00	148.21	147.00	39869.00
chr19	15233503	15233615	112	112	39.00	55.00	47.12	47.00	5277.00
chr8	68115317	68115486	169	169	27.00	45.00	36.02	35.00	6087.00
chr19	13419229	13419342	113	113	12.00	23.00	17.67	17.00	1997.00
chr6	33266815	33267130	315	315	1.00	5.00	2.50	2.00	788.00
chr16	89780611	89781646	1035	1035	1.00	32.00	10.03	8.00	10386.00
chr12	109964162	109964221	59	59	20.00	25.00	23.24	23.00	1371.00
chr22	24491893	24492045	152	152	12.00	23.00	16.34	16.00	2483.00
chr2	242592926	242593025	99	99	56.00	118.00	81.80	75.00	8098.00
chr1	21937944	21938074	130	130	142.00	257.00	208.90	210.00	27157.00
chr2	223789173	223789313	140	140	47.00	82.00	66.55	66.00	9317.00
chr20	3772318	3772535	217	217	1.00	5.00	3.05	3.00	661.00
chr16	18531918	18532001	83	83	105.00	157.00	138.19	139.00	11470.00
chr1	43396296	43396537	241	241	108.00	200.00	146.18	149.00	35230.00
chr2	100037960	100038115	155	155	6.00	16.00	11.04	11.00	1711.00
chr16	1500497	1500770	273	273	3.00	84.00	47.03	64.00	12839.00
chr19	40876016	40876144	128	128	612.00	1023.00	834.09	817.00	106763.00
chr5	168112691	168112932	241	241	24.00	48.00	35.62	34.00	8585.00
chr2	127825738	127825831	93	93	219.00	303.00	272.09	283.00	25304.00
chr1	19232015	19234990	2975	2975	2.00	40.00	15.43	14.00	45890.00
chr16	1391129	1391196	67	67	37.00	48.00	43.33	44.00	2903.00
chr6	33410665	33411689	1024	1024	2.00	141.00	87.07	96.00	89163.00
chr9	95872033	95872266	233	233	4.00	18.00	8.79	7.00	2047.00
chr1	53378627	53378839	212	212	2.00	7.00	4.33	4.00	918.00
chr2	80531276	80531693	417	417	12.00	54.00	26.14	23.00	10900.00
chr7	44286718	44286791	73	73	501.00	584.00	544.73	544.00	39765.00
chr7	157369304	157369471	167	167	171.00	226.00	204.88	207.00	34215.00
chr11	18755079	18755191	112	112	2.00	128.00	83.06	113.00	9303.00
chr6	86237979	86238080	101	101	47.00	65.00	53.86	52.00	5440.00
chr8	145000951	145001050	99	99	23.00	40.00	29.28	29.00	2899.00
chr19	45167680	45167966	286	286	0.00	7.00	4.07	4.00	1164.00
chr10	48930165	48930400	235	235	2.00	17.00	7.58	5.00	1782.00
chr16	87871450	87871547	97	97	73.00	114.00	87.98	87.00	8534.00
chr1	109815454	109815649	195	195	287.00	475.00	372.89	366.00	72713.00
chr1	208215442	208215711	269	269	4.00	26.00	14.88	13.00	4004.00
chr2	260866	261451	585	585	0.00	5.00	2.14	2.00	1251.00
chr5	180481266	180481724	458	458	14.00	52.00	32.47	33.00	14871.00
chr7	73119479	73119631	152	152	0.00	345.00	151.41	1.00	23015.00
chr15	34677248	34677358	110	110	181.00	252.00	221.53	224.50	24368.00
chr16	57687114	57687247	133	133	27.00	44.00	32.87	31.00	4372.00
chr15	50649406	50649592	186	186	0.00	5.00	3.75	4.00	697.00
chr22	21071995	21072066	71	71	375.00	499.00	434.41	429.00	30843.00
chr5	179200882	179201561	679	679	5.00	21.00	12.76	13.00	8664.00
chr10	98763824	98763979	155	155	82.00	131.00	110.06	109.00	17060.00
chr14	102963315	102963457	142	142	27.00	46.00	38.68	39.00	5492.00
chr1	21932558	21933138	580	580	2.00	266.00	64.00	13.00	37121.00
chr16	28118842	28118998	156	156	109.00	188.00	141.85	140.00	22128.00
chr1	241767561	241767881	320	320	0.00	6.00	1.78	1.00	569.00
chr11	66812063	66812184	121	121	13.00	29.00	22.41	23.00	2712.00
chr11	12248571	12248678	107	107	158.00	210.00	185.26	185.00	19823.00
chr9	130588788	130588951	163	163	26.00	46.00	36.10	36.00	5884.00
chr22	21068915	21068988	73	73	448.00	532.00	487.42	485.00	35582.00
chr1	43424304	43424531	227	227	8.00	129.00	91.67	104.00	20809.00
chr14	105852021	105853670	1649	1649	6.00	109.00	21.15	20.00	34869.00
chr15	34823469	34823579	110	110	181.00	252.00	221.53	224.50	24368.00
chr11	171365	172282	917	917	0.00	17.00	7.45	7.00	6829.00
chr22	24493976	24494155	179	179	21.00	36.00	27.73	27.00	4964.00
chr15	79291060	79291167	107	107	126.00	168.00	149.02	149.00	15945.00
chr16	2145904	2146194	290	290	4.00	15.00	8.69	9.00	2519.00
chr9	131503050	131503166	116	116	162.00	228.00	194.87	193.00	22605.00
chr11	61301983	61302579	596	596	2.00	16.00	8.36	8.00	4983.00
chr22	25308609	25308719	110	110	42.00	53.00	46.27	46.00	5090.00
chr12	63977826	63979986	2160	2160	0.00	22.00	6.76	6.00	14612.00
chr19	46928844	46930933	2089	2089	1.00	109.00	51.27	51.00	107105.00
chr16	56969146	56969224	78	78	55.00	78.00	70.01	73.00	5461.00
chr17	40665787	40665996	209	209	11.00	475.00	243.20	384.00	50829.00
chr9	131669435	131671600	2165	2165	12.00	114.00	49.99	50.00	108231.00
chr2	220164026	220164271	245	245	2.00	316.00	101.25	7.00	24806.00
chr19	7589846	7590052	206	206	7.00	37.00	21.79	25.00	4488.00
chr6	91260186	91260268	82	82	25.00	38.00	33.27	33.00	2728.00
chr9	124543742	124543830	88	88	91.00	113.00	103.85	102.00	9139.00
chr12	54071005	54071170	165	165	0.00	17.00	10.69	10.00	1764.00
chr2	40443	41212	769	769	2.00	9.00	4.36	4.00	3351.00
chr11	67852159	67852747	588	588	0.00	7.00	3.16	3.00	1860.00
chr8	8233762	8234810	1048	1048	0.00	22.00	8.89	8.50	9320.00
chr2	175671113	175672148	1035	1035	0.00	6.00	2.73	3.00	2821.00
chr7	138984922	138985438	516	516	0.00	4.00	1.80	2.00	927.00
chr22	40816850	40817104	254	254	34.00	66.00	54.37	56.00	13811.00
chr19	14263120	14263249	129	129	177.00	247.00	214.19	214.00	27630.00
chr19	16962222	16962345	123	123	47.00	67.00	57.93	58.00	7126.00
chr1	109813838	109813918	80	80	254.00	321.00	273.15	272.00	21852.00
chr3	49898148	49898562	414	414	2.00	403.00	160.33	209.50	66378.00
chr17	17131202	17131510	308	308	6.00	35.00	23.46	24.00	7227.00
chr1	21936067	21936139	72	72	154.00	178.00	162.88	162.00	11727.00
chr3	130424404	130424615	211	211	16.00	25.00	20.54	21.00	4334.00
chr12	56532710	56532797	87	87	16.00	27.00	20.84	21.00	1813.00
chr16	29888591	29888788	197	197	210.00	292.00	249.89	245.00	49229.00
chr2	114394588	114396196	1608	1608	7.00	44.00	19.56	18.00	31460.00
chr3	124180736	124180803	67	67	48.00	73.00	60.39	62.00	4046.00
chr9	111798485	111798660	175	175	17.00	27.00	22.18	23.00	3882.00
chr10	73847897	73848372	475	475	13.00	179.00	83.27	86.00	39555.00
chr22	21075585	21075706	121	121	262.00	339.00	299.54	295.00	36244.00
chr22	20920753	20921104	351	351	13.00	83.00	39.82	40.00	13976.00
chr9	140953020	140953185	165	165	10.00	16.00	12.35	12.00	2038.00
chr22	41620970	41621075	105	105	37.00	56.00	47.40	49.00	4977.00
chr11	6243671	6243839	168	168	15.00	28.00	20.60	20.00	3460.00
chr15	74704225	74704353	128	128	50.00	74.00	65.29	68.00	8357.00
chr3	48719780	48719985	205	205	18.00	51.00	34.49	34.00	7071.00
chr1	222833247	222833348	101	101	26.00	44.00	32.44	31.00	3276.00
chr1	6583675	6584824	1149	1149	3.00	35.00	16.37	17.00	18809.00
chr11	126135857	126135976	119	119	76.00	90.00	83.77	84.00	9969.00
chr8	75156763	75157410	647	647	3.00	26.00	13.41	12.00	8678.00
chr15	83345212	83345389	177	177	98.00	173.00	134.32	132.00	23774.00
chr14	68031638	68032561	923	923	1.00	11.00	5.54	6.00	5113.00
chr19	42479780	42479949	169	169	2574.00	3115.00	2827.28	2825.00	477810.00
chr16	31503329	31503407	78	78	139.00	182.00	157.03	155.50	12248.00
chr17	1564564	1564700	136	136	43.00	64.00	50.18	50.00	6824.00
chr16	58717858	58718082	224	224	2.00	8.00	6.16	7.00	1380.00
chr14	71575320	71575763	443	443	14.00	51.00	34.02	35.00	15072.00
chr1	202934498	202934628	130	130	68.00	82.00	74.50	75.00	9685.00
chr7	73118477	73118586	109	109	265.00	323.00	301.20	303.00	32831.00
chr19	13365908	13366073	165	165	27.00	52.00	39.21	39.00	6470.00
chr10	102265117	102265958	841	841	5.00	22.00	12.44	12.00	10462.00
chr9	139983320	139983457	137	137	37.00	59.00	49.29	50.00	6753.00
chr18	29206245	29206347	102	102	18.00	27.00	24.14	25.00	2462.00
chr12	120578662	120578827	165	165	29.00	53.00	42.12	44.00	6950.00
chr5	757516	758226	710	710	1.00	11.00	6.76	7.00	4798.00
chr8	21632483	21632567	84	84	7.00	13.00	10.33	10.00	868.00
chr4	54011499	54011749	250	250	19.00	44.00	31.10	32.00	7774.00
chr8	141680613	141681365	752	752	0.00	22.00	11.06	11.00	8316.00
chr11	57367351	57367850	499	499	14.00	43.00	22.79	21.00	11374.00
chr12	63980009	63980784	775	775	0.00	9.00	3.63	4.00	2812.00
chr9	140057042	140057203	161	161	5.00	687.00	570.43	606.00	91840.00
chr2	7055953	7056098	145	145	0.00	6.00	2.82	3.00	409.00
chr12	52387768	52389043	1275	1275	1.00	72.00	38.36	34.00	48910.00
chr19	50104931	50105175	244	244	11.00	44.00	23.86	21.50	5821.00
chr19	5218430	5218543	113	113	153.00	201.00	174.08	174.00	19671.00
chr16	29898969	29899138	169	169	86.00	144.00	106.99	107.00	18082.00
chr7	99030900	99031041	141	141	11.00	20.00	15.14	16.00	2135.00
chr17	36692926	36693212	286	286	6.00	19.00	10.87	10.00	3108.00
chr15	73857770	73859335	1565	1565	0.00	23.00	12.25	12.00	19168.00
chr6	44104085	44104176	91	91	53.00	70.00	61.62	62.00	5607.00
chr1	21938518	21938602	84	84	184.00	238.00	207.26	207.00	17410.00
chr19	13423482	13423595	113	113	2.00	12.00	5.91	5.00	668.00
chr16	70292882	70293089	207	207	212.00	376.00	291.66	302.00	60373.00
chr18	61060641	61060782	141	141	35.00	56.00	44.16	44.00	6227.00
chr16	22269814	22270016	202	202	1.00	8.00	4.22	4.00	853.00
chr1	21554423	21554534	111	111	18.00	24.00	21.30	22.00	2364.00
chr9	140057255	140057455	200	200	5.00	925.00	593.20	719.50	118639.00
chr7	1488255	1488397	142	142	16.00	32.00	24.20	25.00	3436.00
chr14	100166351	100166438	87	87	85.00	109.00	96.79	97.00	8421.00
chr9	101065522	101065705	183	183	80.00	125.00	98.66	100.00	18054.00
chr5	68411752	68412041	289	289	6.00	27.00	15.87	15.00	4585.00
chr1	2452539	2452754	215	215	9.00	27.00	19.25	18.00	4138.00
chr1	21564626	21564737	111	111	16.00	29.00	20.91	21.00	2321.00
chr13	42037713	42039066	1353	1353	3.00	23.00	9.50	9.00	12856.00
chr2	114350236	114350443	207	207	2.00	27.00	14.47	16.00	2996.00
chr1	21939668	21939722	54	54	201.00	234.00	218.67	219.00	11808.00
chr9	139353895	139354007	112	112	18.00	26.00	21.73	21.50	2434.00
chr7	102176367	102176618	251	251	7.00	22.00	13.23	13.00	3320.00
chr3	51411753	51412018	265	265	2.00	47.00	17.73	5.00	4699.00
chr17	73888091	73888266	175	175	4.00	14.00	9.41	10.00	1646.00
chr13	103297258	103297435	177	177	0.00	30.00	15.67	22.00	2774.00
chr15	63922664	63922834	170	170	69.00	117.00	92.63	95.00	15747.00
chr3	33400774	33400849	75	75	11.00	16.00	13.40	13.00	1005.00
chr22	50671744	50671955	211	211	16.00	28.00	20.16	19.00	4254.00
chr1	21190968	21191205	237	237	64.00	119.00	88.77	90.00	21039.00
chr5	14481649	14481727	78	78	63.00	77.00	69.99	70.50	5459.00
chr15	101605556	101606410	854	854	4.00	21.00	12.15	13.00	10375.00
chr17	80040402	80040554	152	152	177.00	259.00	222.61	223.00	33836.00
chr2	132269293	132270897	1604	1604	2.00	31.00	17.27	18.00	27700.00
chr11	1778553	1778786	233	233	485.00	783.00	632.36	655.00	147339.00
chr11	1469616	1469808	192	192	14.00	30.00	20.32	20.00	3901.00
chr12	120138549	120138630	81	81	50.00	73.00	58.72	60.00	4756.00
chr7	901016	901101	85	85	48.00	71.00	61.41	63.00	5220.00
chr19	13372263	13372424	161	161	25.00	50.00	40.48	41.00	6518.00
chr17	40843154	40843311	157	157	74.00	126.00	97.70	95.00	15339.00
chr17	80039476	80039719	243	243	235.00	314.00	274.74	277.00	66761.00
chr17	16681109	16687365	6256	6256	0.00	81.00	16.95	13.00	106008.00
chr1	116935475	116935610	135	135	532.00	738.00	640.06	647.00	86408.00
chr6	128294808	128294972	164	164	47.00	77.00	67.41	69.00	11056.00
chr5	109189927	109190617	690	690	0.00	3.00	0.75	0.00	519.00
chr15	40757533	40757634	101	101	13.00	35.00	27.81	30.00	2809.00
chr2	220164706	220164981	275	275	132.00	320.00	231.12	229.00	63557.00
chr3	164905164	164908639	3475	3475	0.00	66.00	20.55	15.00	71406.00
chr11	60699157	60699356	199	199	23.00	89.00	60.47	60.00	12033.00
chr2	96680301	96680717	416	416	0.00	10.00	3.72	3.00	1548.00
chr17	40845314	40845554	240	240	121.00	175.00	146.44	146.00	35145.00
chr12	125264513	125265391	878	878	9.00	32.00	19.21	19.00	16865.00
chr1	156623704	156624158	454	454	9.00	24.00	16.41	16.00	7451.00
chr6	108370456	108370622	166	166	34.00	63.00	46.77	43.00	7763.00
chr11	19180486	19180587	101	101	6.00	17.00	10.82	10.00	1093.00
chr19	42489069	42489338	269	269	365.00	877.00	642.42	711.00	172810.00
chr2	198274493	198274731	238	238	46.00	74.00	61.63	62.00	14669.00
chr6	47220991	47221257	266	266	83.00	141.00	113.96	113.00	30313.00
chr19	40872679	40872822	143	143	638.00	1013.00	861.53	915.00	123199.00
chr19	54693278	54693627	349	349	0.00	36.00	17.81	18.00	6217.00
chr12	81929	82174	245	245	4.00	18.00	11.62	14.00	2847.00
chr21	45513943	45514114	171	171	34.00	67.00	50.81	53.00	8688.00
chr3	124201630	124201747	117	117	0.00	106.00	73.13	89.00	8556.00
chr17	79805118	79805223	105	105	129.00	155.00	141.76	142.00	14885.00
chr20	46307419	46307548	129	129	186.00	264.00	221.46	220.00	28568.00
chr17	38187790	38187873	83	83	40.00	49.00	45.08	45.00	3742.00
chr2	207452814	207452878	64	64	33.00	61.00	46.94	50.00	3004.00
chr17	45695715	45695823	108	108	88.00	135.00	110.36	113.00	11919.00
chr7	44283023	44283126	103	103	539.00	674.00	600.77	598.00	61879.00
chr20	62274975	62275284	309	309	0.00	1112.00	514.99	790.00	159132.00
chr11	108202605	108202764	159	159	7.00	17.00	11.76	12.00	1870.00
