#chrom	start	end	size	num_data	min	max	mean	median	sum
chr1	116933403	116933513	110	110	421.00	526.00	485.25	487.00	53377.00
chr19	15374230	15374359	129	129	34.00	53.00	45.15	46.00	5824.00
chr12	56090682	56090852	170	170	25.00	41.00	32.50	33.00	5525.00
chr14	69445668	69445876	208	208	6.00	31.00	18.24	22.00	3794.00
chr12	57603474	57603651	177	177	107.00	156.00	132.12	132.00	23385.00
chr22	32897492	32898946	1454	1454	2.00	60.00	20.10	17.00	29223.00
chr16	16367702	16367764	62	62	1.00	254.00	124.98	137.00	7749.00
chr19	5245786	5246056	270	270	31.00	63.00	48.21	49.00	13017.00
chr16	74345440	74345829	389	389	2.00	21.00	8.62	8.00	3353.00
chr6	107096899	107097076	177	177	14.00	38.00	26.12	25.00	4624.00
chr1	29641883	29642019	136	136	33.00	55.00	46.14	49.00	6275.00
chr8	97342440	97342509	69	69	71.00	98.00	86.54	87.00	5971.00
chr8	68116914	68117054	140	140	23.00	46.00	32.92	33.00	4609.00
chr22	22037470	22037546	76	76	19.00	29.00	23.29	23.00	1770.00
chr22	50682147	50683420	1273	1273	3.00	51.00	28.79	29.00	36645.00
chr20	44048971	44049069	98	98	174.00	228.00	196.13	195.50	19221.00
chr1	36904356	36904511	155	155	12.00	20.00	15.57	15.00	2413.00
chr12	71054719	71054877	158	158	10.00	23.00	16.04	16.00	2535.00
chr15	50654364	50655515	1151	1151	1.00	22.00	6.98	7.00	8029.00
chr2	234198499	234198620	121	121	14.00	35.00	26.35	27.00	3188.00
chr9	128001699	128001812	113	113	252.00	340.00	299.70	302.00	33866.00
chr8	38272296	38272419	123	123	56.00	79.00	68.78	69.00	8460.00
chr11	73068069	73068179	110	110	64.00	105.00	86.85	89.00	9553.00
chr16	28123137	28123327	190	190	97.00	160.00	127.52	123.00	24229.00
chr12	49424062	49424222	160	160	12.00	32.00	20.73	19.00	3316.00
chr19	50302885	50303023	138	138	160.00	269.00	224.39	233.00	30966.00
chr19	42480567	42480718	151	151	2333.00	2897.00	2560.42	2516.00	386624.00
chr3	197904395	197905301	906	906	1.00	23.00	9.78	10.00	8864.00
chr13	100189992	100190117	125	125	69.00	102.00	87.43	89.00	10929.00
chr19	14268062	14268272	210	210	59.00	131.00	96.34	102.00	20232.00
chr10	93786886	93787057	171	171	22.00	41.00	29.36	29.00	5020.00
chr1	109808726	109808828	102	102	68.00	101.00	82.87	82.00	8453.00
chr4	134075461	134075520	59	59	51.00	75.00	65.02	67.00	3836.00
chr1	22052268	22053864	1596	1596	0.00	12.00	4.75	4.00	7582.00
chr9	140056855	140056968	113	113	391.00	516.00	436.19	433.00	49289.00
chr19	42482087	42482224	137	137	1677.00	2465.00	2051.66	2079.00	281077.00
chr19	4556962	4557025	63	63	86.00	119.00	100.02	98.00	6301.00
chr19	14266921	14267013	92	92	66.00	113.00	95.04	97.00	8744.00
chr22	42273851	42274127	276	276	2.00	267.00	131.90	147.00	36405.00
chr1	205549788	205550049	261	261	16.00	33.00	25.26	25.00	6592.00
chr1	110765585	110766522	937	937	43.00	124.00	87.56	89.00	82048.00
chr19	55553595	55554158	563	563	1.00	11.00	5.79	5.00	3259.00
chr7	150929881	150931360	1479	1479	6.00	41.00	16.89	16.00	24979.00
chr3	124215157	124215260	103	103	4.00	16.00	11.60	12.00	1195.00
chr16	58220658	58220760	102	102	17.00	27.00	22.41	23.00	2286.00
chr3	10381925	10382033	108	108	65.00	91.00	78.46	78.00	8474.00
chr10	11356101	11356221	120	120	13.00	27.00	22.07	23.00	2648.00
chr22	42294652	42294785	133	133	190.00	317.00	252.84	241.00	33628.00
chr1	2005531	2005714	183	183	4.00	16.00	8.53	8.00	1561.00
chr12	113722522	113722576	54	54	42.00	57.00	48.52	47.00	2620.00
chr9	131502198	131502398	200	200	1.00	164.00	130.18	136.00	26035.00
chr19	40873602	40873786	184	184	530.00	791.00	625.47	609.50	115087.00
chr2	220162606	220162825	219	219	103.00	248.00	163.88	160.00	35890.00
chr16	28270027	28270355	328	328	0.00	2.00	0.84	1.00	277.00
chr4	3225718	3225858	140	140	27.00	63.00	41.92	42.00	5869.00
chr17	44127898	44128070	172	172	31.00	47.00	37.99	37.00	6535.00
chr3	47462043	47462262	219	219	43.00	94.00	58.52	57.00	12816.00
chr6	99873090	99873182	92	92	0.00	71.00	28.00	20.50	2576.00
chr7	142561723	142562504	781	781	12.00	41.00	25.16	24.00	19650.00
chr1	159169540	159169666	126	126	371.00	529.00	467.51	477.50	58906.00
chr19	7606869	7606953	84	84	27.00	53.00	40.37	37.00	3391.00
chr16	2811561	2818298	6737	6737	5.00	407.00	181.26	168.00	1221119.00
chr3	47450652	47450807	155	155	28.00	53.00	41.36	42.00	6411.00
chr11	118403631	118403922	291	291	49.00	85.00	61.69	59.00	17952.00
chr1	205555161	205555335	174	174	20.00	38.00	28.23	28.00	4912.00
chr12	125603186	125603311	125	125	8.00	20.00	14.64	15.00	1830.00
chr11	86658288	86659498	1210	1210	3.00	17.00	8.49	9.00	10270.00
chr22	37764946	37768745	3799	3799	2.00	111.00	38.78	35.00	147321.00
chr10	46345664	46346215	551	551	2.00	19.00	8.92	9.00	4914.00
chr22	33673045	33673241	196	196	16.00	48.00	26.22	20.00	5139.00
chr9	140042599	140042666	67	67	7.00	90.00	64.24	65.00	4304.00
chr3	48717233	48717320	87	87	61.00	113.00	82.53	83.00	7180.00
chr11	60681600	60681740	140	140	6.00	54.00	28.26	23.00	3957.00
chr10	93784512	93784724	212	212	19.00	35.00	25.08	25.00	5316.00
chr12	7289424	7290372	948	948	0.00	201.00	54.66	5.00	51821.00
chr3	132387062	132387526	464	464	3.00	12.00	5.97	6.00	2768.00
chr16	2335442	2335647	205	205	73.00	133.00	102.81	98.00	21077.00
chr16	1794782	1797276	2494	2494	4.00	211.00	35.51	20.00	88552.00
chr16	3786036	3786204	168	168	22.00	38.00	31.08	31.00	5222.00
chr9	141131209	141131766	557	557	1.00	15.00	6.78	6.00	3779.00
chr14	92965028	92966015	987	987	0.00	9.00	2.87	2.00	2832.00
chr19	54692070	54692200	130	130	59.00	136.00	100.06	101.00	13008.00
chr15	43866006	43866230	224	224	42.00	67.00	54.47	54.00	12202.00
chr3	40231316	40231954	638	638	14.00	46.00	27.04	25.00	17249.00
chr3	50148937	50149455	518	518	2.00	14.00	7.35	7.00	3808.00
chr4	81117505	81117755	250	250	0.00	5.00	1.93	2.00	482.00
chr10	46740404	46740638	234	234	2.00	18.00	8.14	6.00	1905.00
chr3	124210169	124210271	102	102	3.00	9.00	5.36	6.00	547.00
chr11	107488830	107488932	102	102	50.00	77.00	68.14	71.00	6950.00
chr9	130591965	130592106	141	141	43.00	81.00	62.84	64.00	8861.00
chr1	20981932	20982027	95	95	106.00	174.00	127.26	126.00	12090.00
chr12	75875613	75875859	246	246	21.00	44.00	35.12	35.00	8640.00
chr22	32046684	32046764	80	80	12.00	22.00	17.43	17.00	1394.00
chr11	70331418	70331658	240	240	0.00	14.00	6.93	7.00	1664.00
chr14	51079976	51080069	93	93	115.00	149.00	133.82	135.00	12445.00
chr17	80041077	80041301	224	224	134.00	308.00	221.52	216.50	49621.00
chr7	158540884	158540971	87	87	34.00	49.00	41.44	41.00	3605.00
chr1	21553651	21553719	68	68	31.00	39.00	34.85	35.00	2370.00
chr2	219206256	219206349	93	93	34.00	59.00	44.58	43.00	4146.00
chr17	18444211	18445242	1031	1031	0.00	6.00	1.84	1.00	1900.00
chr12	57599340	57599460	120	120	91.00	139.00	118.30	123.00	14196.00
chr11	64417919	64418110	191	191	113.00	160.00	136.41	136.00	26054.00
chr19	3274926	3275650	724	724	0.00	5.00	1.21	1.00	873.00
chr16	18532086	18532305	219	219	188.00	433.00	293.58	287.00	64295.00
chr17	3776702	3776756	54	54	38.00	54.00	44.74	44.00	2416.00
chr1	116932670	116933033	363	363	2.00	569.00	285.14	480.00	103505.00
chr16	1505731	1505796	65	65	66.00	93.00	77.62	78.00	5045.00
chr1	9794029	9794200	171	171	382.00	559.00	459.87	443.00	78637.00
chr10	73579221	73579379	158	158	1319.00	1550.00	1439.13	1441.00	227382.00
chr11	6411684	6412146	462	462	6.00	99.00	44.96	40.00	20771.00
chr1	159163212	159163350	138	138	218.00	273.00	244.57	243.00	33750.00
chr16	1816723	1816804	81	81	290.00	328.00	305.57	303.00	24751.00
chr7	91722399	91722630	231	231	0.00	36.00	24.88	26.00	5747.00
chr7	44281816	44281939	123	123	179.00	229.00	204.55	204.00	25160.00
chr2	220467189	220467297	108	108	9.00	20.00	14.06	13.00	1518.00
chr16	4494664	4494729	65	65	71.00	94.00	84.23	87.00	5475.00
chr15	34681844	34681986	142	142	5.00	78.00	62.04	69.00	8810.00
chr9	139995935	139996124	189	189	37.00	73.00	52.90	53.00	9998.00
chr3	180324040	180324160	120	120	32.00	51.00	44.42	46.00	5330.00
chr3	42678359	42681242	2883	2883	10.00	110.00	37.64	32.00	108509.00
chr7	131812776	131815333	2557	2557	1.00	16.00	7.64	7.00	19541.00
chr20	1585387	1585522	135	135	5.00	86.00	55.01	71.00	7426.00
chr3	126751229	126751442	213	213	39.00	70.00	54.90	57.00	11694.00
chr15	63920875	63921014	139	139	50.00	83.00	67.66	66.00	9405.00
chr16	2040128	2040202	74	74	2.00	49.00	27.45	22.00	2031.00
chr9	74324174	74324390	216	216	11.00	27.00	18.13	19.00	3916.00
chr20	44521858	44521950	92	92	109.00	139.00	124.24	124.00	11430.00
chr9	139911647	139911798	151	151	461.00	544.00	512.56	515.00	77397.00
chr9	140055507	140055649	142	142	380.00	586.00	499.72	526.00	70960.00
chr12	120148055	120148191	136	136	26.00	43.00	34.46	35.00	4687.00
chr12	50474280	50474372	92	92	70.00	97.00	85.27	84.50	7845.00
chr15	63125702	63125828	126	126	55.00	88.00	70.76	72.00	8916.00
chr9	20907148	20907241	93	93	23.00	41.00	31.40	30.00	2920.00
chr16	87874655	87874761	106	106	61.00	95.00	81.54	83.00	8643.00
chr2	162833269	162833460	191	191	0.00	69.00	34.65	53.00	6618.00
chr8	11704560	11704677	117	117	279.00	424.00	354.72	357.00	41502.00
chr15	63926931	63927087	156	156	50.00	78.00	63.99	64.00	9983.00
chr6	31668718	31668805	87	87	75.00	115.00	91.00	89.00	7917.00
chr7	148910792	148910906	114	114	5.00	18.00	11.85	13.00	1351.00
chr14	42355808	42357213	1405	1405	5.00	33.00	16.77	16.00	23559.00
chr10	88678928	88679226	298	298	4.00	20.00	10.71	11.00	3193.00
chr3	140998219	140998346	127	127	13.00	24.00	18.66	19.00	2370.00
chr1	144859758	144859998	240	240	25.00	60.00	39.82	39.00	9557.00
chr9	96054772	96055455	683	683	22.00	80.00	47.45	50.00	32408.00
chr19	7604803	7604944	141	141	41.00	87.00	56.72	55.00	7998.00
chr12	30906277	30907432	1155	1155	1.00	35.00	12.65	9.00	14616.00
chr9	131112762	131112854	92	92	74.00	94.00	83.87	85.00	7716.00
chr20	61981328	61982379	1051	1051	15.00	76.00	42.98	42.00	45169.00
chr7	38431348	38431618	270	270	75.00	136.00	95.71	93.00	25843.00
chr20	44521036	44521123	87	87	100.00	133.00	114.15	113.00	9931.00
chr11	64418726	64419108	382	382	115.00	170.00	140.36	139.00	53618.00
chr12	120148344	120150270	1926	1926	0.00	57.00	10.18	6.00	19616.00
chr12	6930971	6931066	95	95	0.00	56.00	28.33	24.00	2691.00
chr16	2339434	2339621	187	187	42.00	87.00	64.74	66.00	12107.00
chr2	27700083	27700187	104	104	4.00	11.00	6.97	6.00	725.00
chr14	69805367	69805494	127	127	38.00	61.00	47.13	45.00	5985.00
chr12	9242497	9242619	122	122	260.00	366.00	318.70	321.00	38882.00
chr3	58256658	58256791	133	133	49.00	100.00	68.99	65.00	9176.00
chr10	79744927	79745098	171	171	9.00	31.00	18.69	19.00	3196.00
chr1	159161725	159161866	141	141	133.00	237.00	202.81	214.00	28596.00
chr16	31085202	31085519	317	317	1.00	8.00	4.36	4.00	1383.00
chr1	171755018	171755218	200	200	17.00	34.00	27.11	27.00	5423.00
chr9	130988124	130989280	1156	1156	0.00	379.00	42.01	4.00	48564.00
chr15	63127935	63127998	63	63	57.00	73.00	64.38	64.00	4056.00
chr19	1917676	1917821	145	145	4.00	131.00	96.95	106.00	14058.00
chr22	25315792	25315960	168	168	52.00	77.00	63.47	63.00	10663.00
chr2	207943790	207945085	1295	1295	5.00	33.00	18.52	19.00	23986.00
chr11	47330706	47330952	246	246	0.00	142.00	62.35	2.00	15338.00
chr3	142743978	142746095	2117	2117	0.00	68.00	6.90	4.00	14616.00
chr7	44839492	44839694	202	202	0.00	8.00	3.13	4.00	633.00
chr22	31688260	31688471	211	211	2.00	89.00	51.11	65.00	10784.00
chr11	66333492	66333638	146	146	217.00	376.00	309.01	328.50	45116.00
chr9	131114916	131115026	110	110	86.00	120.00	102.20	103.00	11242.00
chr1	20206	21013	807	807	1.00	48.00	28.23	30.00	22781.00
chr11	108216469	108216635	166	166	23.00	43.00	30.48	30.00	5059.00
chr1	209778880	209779019	139	139	10.00	20.00	14.18	13.00	1971.00
chr1	202935876	202936026	150	150	49.00	84.00	68.96	67.00	10344.00
chr12	57600255	57600524	269	269	129.00	201.00	161.14	164.00	43348.00
chr19	15233503	15233615	112	112	43.00	81.00	58.76	58.00	6581.00
chr8	68115317	68115486	169	169	30.00	61.00	45.80	48.00	7740.00
chr19	13419229	13419342	113	113	12.00	18.00	13.98	14.00	1580.00
chr6	33266815	33267130	315	315	1.00	17.00	7.29	8.00	2295.00
chr16	89780611	89781646	1035	1035	0.00	18.00	8.87	9.00	9182.00
chr12	109964162	109964221	59	59	14.00	26.00	21.03	22.00	1241.00
chr22	24491893	24492045	152	152	11.00	22.00	14.97	14.00	2275.00
chr2	242592926	242593025	99	99	72.00	134.00	98.23	95.00	9725.00
chr1	21937944	21938074	130	130	148.00	231.00	194.20	198.00	25246.00
chr2	223789173	223789313	140	140	53.00	94.00	73.84	79.00	10338.00
chr20	3772318	3772535	217	217	0.00	9.00	3.71	3.00	804.00
chr16	18531918	18532001	83	83	252.00	412.00	350.01	356.00	29051.00
chr1	43396296	43396537	241	241	176.00	246.00	208.81	209.00	50324.00
chr2	100037960	100038115	155	155	15.00	34.00	24.10	22.00	3735.00
chr16	1500497	1500770	273	273	3.00	83.00	45.41	56.00	12397.00
chr19	40876016	40876144	128	128	558.00	761.00	671.28	666.50	85924.00
chr5	168112691	168112932	241	241	4.00	11.00	7.93	8.00	1912.00
chr2	127825738	127825831	93	93	114.00	173.00	145.38	154.00	13520.00
chr1	19232015	19234990	2975	2975	3.00	52.00	17.64	17.00	52479.00
chr16	1391129	1391196	67	67	134.00	168.00	149.73	146.00	10032.00
chr6	33410665	33411689	1024	1024	0.00	48.00	25.80	26.00	26415.00
chr9	95872033	95872266	233	233	1.00	7.00	4.24	5.00	988.00
chr1	53378627	53378839	212	212	1.00	10.00	3.58	3.00	759.00
chr2	80531276	80531693	417	417	1.00	13.00	5.87	5.00	2447.00
chr7	44286718	44286791	73	73	140.00	182.00	162.40	166.00	11855.00
chr7	157369304	157369471	167	167	150.00	221.00	185.07	178.00	30907.00
chr11	18755079	18755191	112	112	3.00	135.00	85.80	112.00	9610.00
chr6	86237979	86238080	101	101	60.00	82.00	71.00	71.00	7171.00
chr8	145000951	145001050	99	99	17.00	34.00	24.75	24.00	2450.00
chr19	45167680	45167966	286	286	4.00	15.00	8.07	7.00	2308.00
chr10	48930165	48930400	235	235	2.00	15.00	7.23	6.00	1700.00
chr16	87871450	87871547	97	97	107.00	133.00	120.40	120.00	11679.00
chr1	109815454	109815649	195	195	100.00	170.00	128.09	125.00	24978.00
chr1	208215442	208215711	269	269	3.00	9.00	6.53	7.00	1756.00
chr2	260866	261451	585	585	0.00	14.00	3.78	4.00	2214.00
chr5	180481266	180481724	458	458	2.00	20.00	12.66	13.00	5800.00
chr7	73119479	73119631	152	152	0.00	59.00	21.53	1.00	3273.00
chr15	34677248	34677358	110	110	136.00	189.00	168.64	171.50	18550.00
chr16	57687114	57687247	133	133	33.00	63.00	45.92	45.00	6107.00
chr15	50649406	50649592	186	186	1.00	3.00	2.03	2.00	377.00
chr22	21071995	21072066	71	71	202.00	309.00	238.80	232.00	16955.00
chr5	179200882	179201561	679	679	4.00	21.00	13.12	13.00	8909.00
chr10	98763824	98763979	155	155	35.00	53.00	43.46	43.00	6736.00
chr14	102963315	102963457	142	142	33.00	55.00	44.28	46.00	6288.00
chr1	21932558	21933138	580	580	1.00	200.00	45.32	7.00	26285.00
chr16	28118842	28118998	156	156	89.00	148.00	112.60	112.00	17566.00
chr1	241767561	241767881	320	320	1.00	7.00	3.81	4.00	1219.00
chr11	66812063	66812184	121	121	8.00	27.00	16.58	14.00	2006.00
chr11	12248571	12248678	107	107	15.00	37.00	23.83	23.00	2550.00
chr9	130588788	130588951	163	163	39.00	75.00	58.09	63.00	9469.00
chr22	21068915	21068988	73	73	197.00	256.00	232.74	235.00	16990.00
chr1	43424304	43424531	227	227	4.00	178.00	123.65	134.00	28068.00
chr14	105852021	105853670	1649	1649	18.00	57.00	35.83	36.00	59079.00
chr15	34823469	34823579	110	110	136.00	189.00	168.64	171.50	18550.00
chr11	171365	172282	917	917	1.00	23.00	9.63	9.00	8828.00
chr22	24493976	24494155	179	179	20.00	31.00	24.48	24.00	4382.00
chr15	79291060	79291167	107	107	131.00	172.00	154.05	154.00	16483.00
chr16	2145904	2146194	290	290	2.00	14.00	8.26	9.00	2394.00
chr9	131503050	131503166	116	116	115.00	161.00	135.09	135.00	15671.00
chr11	61301983	61302579	596	596	0.00	8.00	3.79	4.00	2256.00
chr22	25308609	25308719	110	110	46.00	64.00	56.18	56.00	6180.00
chr12	63977826	63979986	2160	2160	0.00	10.00	3.92	4.00	8460.00
chr19	46928844	46930933	2089	2089	2.00	64.00	35.41	37.00	73972.00
chr16	56969146	56969224	78	78	97.00	133.00	112.67	109.50	8788.00
chr17	40665787	40665996	209	209	3.00	521.00	251.66	375.00	52597.00
chr9	131669435	131671600	2165	2165	34.00	105.00	67.27	67.00	145629.00
chr2	220164026	220164271	245	245	2.00	275.00	81.68	8.00	20011.00
chr19	7589846	7590052	206	206	7.00	63.00	31.57	31.00	6503.00
chr6	91260186	91260268	82	82	15.00	33.00	23.39	24.00	1918.00
chr9	124543742	124543830	88	88	63.00	77.00	71.30	72.00	6274.00
chr12	54071005	54071170	165	165	3.00	12.00	8.18	9.00	1350.00
chr2	40443	41212	769	769	0.00	7.00	1.75	1.00	1349.00
chr11	67852159	67852747	588	588	0.00	11.00	5.23	5.00	3078.00
chr8	8233762	8234810	1048	1048	0.00	7.00	2.19	2.00	2294.00
chr2	175671113	175672148	1035	1035	0.00	4.00	0.51	0.00	532.00
chr7	138984922	138985438	516	516	0.00	4.00	1.45	1.00	749.00
chr22	40816850	40817104	254	254	15.00	42.00	29.07	29.00	7384.00
chr19	14263120	14263249	129	129	93.00	144.00	120.04	120.00	15485.00
chr19	16962222	16962345	123	123	33.00	57.00	43.19	44.00	5312.00
chr1	109813838	109813918	80	80	97.00	132.00	113.28	113.00	9062.00
chr3	49898148	49898562	414	414	1.00	123.00	56.89	69.00	23552.00
chr17	17131202	17131510	308	308	5.00	32.00	22.65	25.00	6977.00
chr1	21936067	21936139	72	72	109.00	130.00	118.96	118.00	8565.00
chr3	130424404	130424615	211	211	15.00	28.00	21.27	21.00	4489.00
chr12	56532710	56532797	87	87	42.00	57.00	50.33	50.00	4379.00
chr16	29888591	29888788	197	197	266.00	390.00	328.43	328.00	64701.00
chr2	114394588	114396196	1608	1608	5.00	25.00	15.15	15.00	24367.00
chr3	124180736	124180803	67	67	4.00	10.00	7.91	8.00	530.00
chr9	111798485	111798660	175	175	31.00	42.00	35.86	35.00	6275.00
chr10	73847897	73848372	475	475	19.00	369.00	143.13	127.00	67989.00
chr22	21075585	21075706	121	121	143.00	209.00	168.31	165.00	20366.00
chr22	20920753	20921104	351	351	19.00	75.00	48.66	53.00	17080.00
chr9	140953020	140953185	165	165	13.00	23.00	16.68	16.00	2753.00
chr22	41620970	41621075	105	105	47.00	60.00	53.92	54.00	5662.00
chr11	6243671	6243839	168	168	14.00	28.00	22.35	23.00	3755.00
chr15	74704225	74704353	128	128	103.00	132.00	117.05	117.00	14982.00
chr3	48719780	48719985	205	205	49.00	89.00	67.90	67.00	13920.00
chr1	222833247	222833348	101	101	48.00	75.00	65.45	69.00	6610.00
chr1	6583675	6584824	1149	1149	2.00	18.00	9.11	8.00	10470.00
chr11	126135857	126135976	119	119	68.00	120.00	94.28	92.00	11219.00
chr8	75156763	75157410	647	647	4.00	20.00	10.38	10.00	6719.00
chr15	83345212	83345389	177	177	61.00	91.00	75.35	74.00	13337.00
chr14	68031638	68032561	923	923	6.00	27.00	14.56	15.00	13441.00
chr19	42479780	42479949	169	169	1955.00	2410.00	2153.65	2142.00	363967.00
chr16	31503329	31503407	78	78	80.00	115.00	96.99	97.50	7565.00
chr17	1564564	1564700	136	136	84.00	130.00	104.68	104.00	14237.00
chr16	58717858	58718082	224	224	1.00	17.00	8.77	8.00	1965.00
chr14	71575320	71575763	443	443	13.00	46.00	27.83	27.00	12328.00
chr1	202934498	202934628	130	130	72.00	98.00	84.40	84.00	10972.00
chr7	73118477	73118586	109	109	38.00	50.00	43.32	43.00	4722.00
chr19	13365908	13366073	165	165	22.00	45.00	34.28	36.00	5656.00
chr10	102265117	102265958	841	841	4.00	29.00	16.72	17.00	14064.00
chr9	139983320	139983457	137	137	49.00	71.00	60.68	62.00	8313.00
chr18	29206245	29206347	102	102	18.00	26.00	22.26	22.00	2271.00
chr12	120578662	120578827	165	165	35.00	52.00	44.46	45.00	7336.00
chr5	757516	758226	710	710	0.00	8.00	3.43	3.00	2433.00
chr8	21632483	21632567	84	84	4.00	13.00	8.55	9.00	718.00
chr4	54011499	54011749	250	250	14.00	42.00	27.03	27.00	6758.00
chr8	141680613	141681365	752	752	1.00	22.00	10.90	11.00	8195.00
chr11	57367351	57367850	499	499	29.00	71.00	46.67	45.00	23287.00
chr12	63980009	63980784	775	775	0.00	5.00	2.02	2.00	1567.00
chr9	140057042	140057203	161	161	2.00	558.00	450.19	482.00	72481.00
chr2	7055953	7056098	145	145	1.00	7.00	3.33	3.00	483.00
chr12	52387768	52389043	1275	1275	2.00	73.00	35.12	35.00	44777.00
chr19	50104931	50105175	244	244	9.00	41.00	20.26	15.00	4944.00
chr19	5218430	5218543	113	113	109.00	153.00	132.21	134.00	14940.00
chr16	29898969	29899138	169	169	200.00	260.00	222.15	221.00	37543.00
chr7	99030900	99031041	141	141	8.00	24.00	15.30	15.00	2157.00
chr17	36692926	36693212	286	286	4.00	12.00	7.80	8.00	2232.00
chr15	73857770	73859335	1565	1565	2.00	22.00	8.96	8.00	14030.00
chr6	44104085	44104176	91	91	63.00	87.00	76.92	79.00	7000.00
chr1	21938518	21938602	84	84	155.00	204.00	177.93	178.00	14946.00
chr19	13423482	13423595	113	113	11.00	15.00	12.50	12.00	1413.00
chr16	70292882	70293089	207	207	292.00	481.00	373.91	379.00	77399.00
chr18	61060641	61060782	141	141	43.00	66.00	52.18	51.00	7357.00
chr16	22269814	22270016	202	202	5.00	21.00	11.54	12.00	2331.00
chr1	21554423	21554534	111	111	24.00	44.00	35.57	35.00	3948.00
chr9	140057255	140057455	200	200	0.00	698.00	471.94	581.00	94388.00
chr7	1488255	1488397	142	142	14.00	21.00	17.44	17.00	2477.00
chr14	100166351	100166438	87	87	87.00	106.00	94.36	93.00	8209.00
chr9	101065522	101065705	183	183	47.00	82.00	59.73	57.00	10930.00
chr5	68411752	68412041	289	289	9.00	21.00	14.00	14.00	4045.00
chr1	2452539	2452754	215	215	16.00	27.00	21.85	22.00	4697.00
chr1	21564626	21564737	111	111	19.00	32.00	26.95	28.00	2991.00
chr13	42037713	42039066	1353	1353	3.00	15.00	8.82	9.00	11930.00
chr2	114350236	114350443	207	207	2.00	20.00	12.64	12.00	2616.00
chr1	21939668	21939722	54	54	153.00	201.00	179.59	181.00	9698.00
chr9	139353895	139354007	112	112	18.00	27.00	22.29	22.00	2496.00
chr7	102176367	102176618	251	251	2.00	8.00	4.84	5.00	1215.00
chr3	51411753	51412018	265	265	1.00	63.00	25.63	6.00	6792.00
chr17	73888091	73888266	175	175	9.00	21.00	14.85	15.00	2599.00
chr13	103297258	103297435	177	177	1.00	37.00	18.13	24.00	3209.00
chr15	63922664	63922834	170	170	46.00	87.00	68.66	73.00	11672.00
chr3	33400774	33400849	75	75	36.00	51.00	42.41	42.00	3181.00
chr22	50671744	50671955	211	211	17.00	34.00	25.55	26.00	5392.00
chr1	21190968	21191205	237	237	96.00	149.00	118.59	114.00	28107.00
chr5	14481649	14481727	78	78	25.00	33.00	29.56	30.00	2306.00
chr15	101605556	101606410	854	854	1.00	11.00	5.80	6.00	4957.00
chr17	80040402	80040554	152	152	179.00	281.00	228.23	226.00	34691.00
chr2	132269293	132270897	1604	1604	2.00	60.00	29.60	29.00	47480.00
chr11	1778553	1778786	233	233	533.00	840.00	706.46	733.00	164606.00
chr11	1469616	1469808	192	192	6.00	12.00	9.20	9.00	1766.00
chr12	120138549	120138630	81	81	41.00	64.00	52.78	53.00	4275.00
chr7	901016	901101	85	85	53.00	79.00	69.20	70.00	5882.00
chr19	13372263	13372424	161	161	27.00	39.00	33.96	34.00	5468.00
chr17	40843154	40843311	157	157	78.00	124.00	101.64	104.00	15957.00
chr17	80039476	80039719	243	243	175.00	272.00	232.46	236.00	56487.00
chr17	16681109	16687365	6256	6256	0.00	14.00	3.92	3.00	24533.00
chr1	116935475	116935610	135	135	460.00	604.00	534.68	548.00	72182.00
chr6	128294808	128294972	164	164	22.00	57.00	39.40	37.50	6461.00
chr5	109189927	109190617	690	690	1.00	8.00	3.93	4.00	2715.00
chr15	40757533	40757634	101	101	6.00	29.00	16.97	17.00	1714.00
chr2	220164706	220164981	275	275	146.00	314.00	229.31	229.00	63059.00
chr3	164905164	164908639	3475	3475	0.00	34.00	13.28	13.00	46137.00
chr11	60699157	60699356	199	199	18.00	108.00	70.56	69.00	14041.00
chr2	96680301	96680717	416	416	2.00	10.00	5.22	5.00	2171.00
chr17	40845314	40845554	240	240	100.00	149.00	124.89	125.00	29973.00
chr12	125264513	125265391	878	878	7.00	27.00	16.31	15.00	14320.00
chr1	156623704	156624158	454	454	3.00	13.00	7.48	7.00	3394.00
chr6	108370456	108370622	166	166	24.00	50.00	36.46	36.50	6053.00
chr11	19180486	19180587	101	101	14.00	23.00	19.05	20.00	1924.00
chr19	42489069	42489338	269	269	578.00	1354.00	1001.99	1056.00	269534.00
chr2	198274493	198274731	238	238	79.00	116.00	95.76	95.00	22792.00
chr6	47220991	47221257	266	266	138.00	232.00	195.40	195.00	51977.00
chr19	40872679	40872822	143	143	670.00	1021.00	868.31	910.00	124169.00
chr19	54693278	54693627	349	349	3.00	22.00	11.93	11.00	4164.00
chr12	81929	82174	245	245	5.00	29.00	15.46	15.00	3787.00
chr21	45513943	45514114	171	171	29.00	71.00	53.89	57.00	9215.00
chr3	124201630	124201747	117	117	0.00	19.00	7.23	6.00	846.00
chr17	79805118	79805223	105	105	149.00	195.00	165.64	165.00	17392.00
chr20	46307419	46307548	129	129	43.00	57.00	48.95	49.00	6314.00
chr17	38187790	38187873	83	83	59.00	77.00	68.93	70.00	5721.00
chr2	207452814	207452878	64	64	65.00	84.00	73.81	73.00	4724.00
chr17	45695715	45695823	108	108	114.00	147.00	132.51	133.00	14311.00
chr7	44283023	44283126	103	103	131.00	170.00	148.23	146.00	15268.00
chr20	62274975	62275284	309	309	1.00	998.00	467.84	721.00	144564.00
chr11	108202605	108202764	159	159	8.00	17.00	10.58	9.00	1682.00
