#chrom	start	end	size	num_data	min	max	mean	median	sum
chr19	55554308	55554637	329	329	2.00	17.00	9.01	9.00	2964.00
chr1	116933403	116933513	110	110	1228.00	1470.00	1362.35	1374.00	149859.00
chr19	15374230	15374359	129	129	61.00	89.00	73.26	73.00	9451.00
chr12	56090682	56090852	170	170	25.00	52.00	39.68	39.00	6746.00
chr14	69445668	69445876	208	208	25.00	130.00	77.75	86.50	16171.00
chr12	57603474	57603651	177	177	208.00	276.00	244.38	245.00	43256.00
chr22	32897492	32898946	1454	1454	5.00	286.00	61.55	51.00	89496.00
chr16	16367702	16367764	62	62	1.00	421.00	210.98	223.50	13081.00
chr19	5245786	5246056	270	270	52.00	93.00	69.03	66.00	18638.00
chr16	74345440	74345829	389	389	1.00	20.00	9.32	8.00	3624.00
chr6	107096899	107097076	177	177	10.00	27.00	19.89	22.00	3521.00
chr1	29641883	29642019	136	136	35.00	47.00	41.76	42.00	5680.00
chr8	97342440	97342509	69	69	142.00	173.00	160.13	161.00	11049.00
chr8	68116914	68117054	140	140	28.00	64.00	46.06	50.50	6448.00
chr22	22037470	22037546	76	76	23.00	35.00	27.28	27.00	2073.00
chr22	50682147	50683420	1273	1273	7.00	80.00	47.84	47.00	60906.00
chr20	44048971	44049069	98	98	103.00	144.00	125.47	130.00	12296.00
chr1	36904356	36904511	155	155	29.00	48.00	36.82	36.00	5707.00
chr12	71054719	71054877	158	158	40.00	55.00	46.68	47.00	7376.00
chr15	50654364	50655515	1151	1151	0.00	15.00	5.95	6.00	6850.00
chr2	234198499	234198620	121	121	63.00	96.00	83.61	86.00	10117.00
chr9	128001699	128001812	113	113	219.00	262.00	244.88	246.00	27671.00
chr8	38272296	38272419	123	123	39.00	51.00	44.67	45.00	5495.00
chr11	73068069	73068179	110	110	95.00	151.00	128.89	131.00	14178.00
chr16	28123137	28123327	190	190	81.00	169.00	124.93	126.50	23737.00
chr12	49424062	49424222	160	160	18.00	38.00	28.40	29.00	4544.00
chr19	50302885	50303023	138	138	214.00	499.00	348.91	372.50	48149.00
chr19	42480567	42480718	151	151	2678.00	3448.00	3019.22	3017.00	455902.00
chr3	197904395	197905301	906	906	2.00	32.00	15.52	14.00	14063.00
chr13	100189992	100190117	125	125	68.00	105.00	84.12	81.00	10515.00
chr19	14268062	14268272	210	210	153.00	247.00	199.62	196.00	41921.00
chr10	93786886	93787057	171	171	28.00	44.00	35.56	34.00	6081.00
chr1	109808726	109808828	102	102	79.00	116.00	93.77	93.00	9565.00
chr4	134075461	134075520	59	59	92.00	112.00	99.73	99.00	5884.00
chr1	22052268	22053864	1596	1596	1.00	24.00	8.75	8.00	13962.00
chr9	140056855	140056968	113	113	941.00	1175.00	1038.69	1036.00	117372.00
chr19	42482087	42482224	137	137	1836.00	2807.00	2199.81	2181.00	301374.00
chr19	4556962	4557025	63	63	412.00	484.00	447.41	448.00	28187.00
chr19	14266921	14267013	92	92	186.00	263.00	225.99	224.00	20791.00
chr22	42273851	42274127	276	276	5.00	518.00	274.18	345.50	75675.00
chr1	205549788	205550049	261	261	103.00	153.00	130.24	131.00	33992.00
chr1	110765585	110766522	937	937	58.00	184.00	115.01	109.00	107766.00
chr19	55553595	55554158	563	563	5.00	18.00	10.08	10.00	5673.00
chr7	150929881	150931360	1479	1479	9.00	84.00	30.71	29.00	45415.00
chr3	124215157	124215260	103	103	290.00	403.00	343.17	359.00	35346.00
chr16	58220658	58220760	102	102	40.00	54.00	47.98	48.00	4894.00
chr3	10381925	10382033	108	108	312.00	466.00	388.81	390.00	41992.00
chr10	11356101	11356221	120	120	26.00	48.00	37.65	40.00	4518.00
chr22	42294652	42294785	133	133	426.00	656.00	538.86	528.00	71668.00
chr1	2005531	2005714	183	183	7.00	30.00	16.62	16.00	3042.00
chr12	113722522	113722576	54	54	17.00	27.00	22.78	23.50	1230.00
chr9	131502198	131502398	200	200	7.00	355.00	260.33	261.50	52067.00
chr19	40873602	40873786	184	184	970.00	1431.00	1153.05	1120.50	212162.00
chr2	220162606	220162825	219	219	246.00	606.00	383.08	363.00	83894.00
chr16	28270027	28270355	328	328	2.00	25.00	13.88	13.00	4553.00
chr4	3225718	3225858	140	140	103.00	148.00	124.69	127.00	17457.00
chr17	44127898	44128070	172	172	27.00	42.00	34.35	34.00	5909.00
chr3	47462043	47462262	219	219	56.00	123.00	74.84	68.00	16389.00
chr6	99873090	99873182	92	92	4.00	64.00	30.99	28.00	2851.00
chr7	142561723	142562504	781	781	204.00	449.00	313.58	313.00	244905.00
chr1	159169540	159169666	126	126	868.00	1204.00	1070.06	1067.00	134828.00
chr19	7606869	7606953	84	84	56.00	85.00	66.45	62.00	5582.00
chr16	2811561	2818298	6737	6737	11.00	562.00	226.75	201.00	1527632.00
chr3	47450652	47450807	155	155	47.00	80.00	66.45	68.00	10299.00
chr11	118403631	118403922	291	291	95.00	156.00	124.11	125.00	36115.00
chr1	205555161	205555335	174	174	113.00	163.00	138.69	137.00	24132.00
chr12	125603186	125603311	125	125	57.00	96.00	73.70	75.00	9213.00
chr11	86658288	86659498	1210	1210	2.00	27.00	14.03	15.00	16978.00
chr22	37764946	37768745	3799	3799	4.00	313.00	100.00	85.00	379887.00
chr10	46345664	46346215	551	551	2.00	28.00	14.92	14.00	8221.00
chr22	33673045	33673241	196	196	121.00	250.00	163.72	141.00	32089.00
chr9	140042599	140042666	67	67	14.00	299.00	255.31	267.00	17106.00
chr3	48717233	48717320	87	87	159.00	208.00	177.87	175.00	15475.00
chr11	60681600	60681740	140	140	3.00	83.00	29.21	18.00	4089.00
chr10	93784512	93784724	212	212	22.00	46.00	33.47	33.00	7095.00
chr12	7289424	7290372	948	948	3.00	384.00	108.07	19.00	102453.00
chr3	132387062	132387526	464	464	4.00	12.00	7.01	7.00	3253.00
chr16	2335442	2335647	205	205	123.00	192.00	160.12	158.00	32825.00
chr16	1794782	1797276	2494	2494	2.00	312.00	46.13	24.00	115059.00
chr16	3786036	3786204	168	168	42.00	59.00	49.93	50.00	8389.00
chr9	141131209	141131766	557	557	2.00	25.00	14.56	15.00	8112.00
chr14	92965028	92966015	987	987	9.00	57.00	26.48	25.00	26137.00
chr19	54692070	54692200	130	130	107.00	212.00	167.79	169.50	21813.00
chr15	43866006	43866230	224	224	57.00	108.00	86.35	90.00	19342.00
chr3	40231316	40231954	638	638	25.00	70.00	43.08	41.00	27483.00
chr3	50148937	50149455	518	518	6.00	18.00	11.27	11.00	5837.00
chr4	81117505	81117755	250	250	24.00	43.00	34.78	35.00	8694.00
chr10	46740404	46740638	234	234	3.00	33.00	17.60	17.00	4118.00
chr3	124210169	124210271	102	102	234.00	322.00	264.84	252.00	27014.00
chr11	107488830	107488932	102	102	97.00	139.00	116.47	117.00	11880.00
chr9	130591965	130592106	141	141	57.00	78.00	68.48	69.00	9656.00
chr1	20981932	20982027	95	95	194.00	266.00	217.53	218.00	20665.00
chr12	75875613	75875859	246	246	20.00	42.00	31.07	29.00	7642.00
chr22	32046684	32046764	80	80	24.00	34.00	29.11	29.00	2329.00
chr11	70331418	70331658	240	240	11.00	50.00	32.35	35.00	7763.00
chr14	51079976	51080069	93	93	232.00	344.00	296.14	302.00	27541.00
chr17	80041077	80041301	224	224	249.00	454.00	341.72	332.00	76545.00
chr7	158540884	158540971	87	87	49.00	66.00	57.39	58.00	4993.00
chr1	21553651	21553719	68	68	45.00	68.00	56.68	55.50	3854.00
chr2	219206256	219206349	93	93	107.00	176.00	135.22	131.00	12575.00
chr17	18444211	18445242	1031	1031	0.00	7.00	2.27	2.00	2340.00
chr12	57599340	57599460	120	120	164.00	237.00	205.53	208.00	24663.00
chr11	64417919	64418110	191	191	94.00	129.00	110.40	110.00	21087.00
chr19	3274926	3275650	724	724	4.00	25.00	13.60	13.00	9850.00
chr16	18532086	18532305	219	219	299.00	706.00	518.88	537.00	113635.00
chr17	3776702	3776756	54	54	370.00	457.00	414.98	411.50	22409.00
chr1	116932670	116933033	363	363	6.00	1357.00	688.34	1180.00	249866.00
chr16	1505731	1505796	65	65	63.00	92.00	76.23	73.00	4955.00
chr1	9794029	9794200	171	171	1150.00	1517.00	1324.25	1312.00	226447.00
chr10	73579221	73579379	158	158	1767.00	2345.00	2031.70	2028.00	321008.00
chr11	6411684	6412146	462	462	2.00	62.00	27.56	25.00	12731.00
chr1	159163212	159163350	138	138	454.00	633.00	551.26	561.50	76074.00
chr16	1816723	1816804	81	81	423.00	497.00	456.11	450.00	36945.00
chr7	91722399	91722630	231	231	2.00	49.00	33.34	34.00	7702.00
chr7	44281816	44281939	123	123	580.00	810.00	716.30	735.00	88105.00
chr2	220467189	220467297	108	108	15.00	24.00	19.99	20.00	2159.00
chr16	4494664	4494729	65	65	124.00	145.00	135.32	135.00	8796.00
chr15	34681844	34681986	142	142	4.00	157.00	113.59	127.50	16130.00
chr9	139995935	139996124	189	189	43.00	84.00	67.16	68.00	12693.00
chr3	180324040	180324160	120	120	32.00	45.00	38.34	38.00	4601.00
chr3	42678359	42681242	2883	2883	11.00	90.00	35.25	29.00	101635.00
chr7	131812776	131815333	2557	2557	14.00	56.00	32.27	32.00	82511.00
chr20	1585387	1585522	135	135	19.00	288.00	190.36	232.00	25698.00
chr3	126751229	126751442	213	213	125.00	169.00	148.62	151.00	31655.00
chr15	63920875	63921014	139	139	116.00	173.00	144.51	141.00	20087.00
chr16	2040128	2040202	74	74	36.00	131.00	82.31	77.50	6091.00
chr9	74324174	74324390	216	216	12.00	26.00	19.47	21.00	4205.00
chr20	44521858	44521950	92	92	165.00	232.00	204.93	213.00	18854.00
chr9	139911647	139911798	151	151	128.00	190.00	154.84	155.00	23381.00
chr9	140055507	140055649	142	142	819.00	1369.00	1138.13	1200.50	161615.00
chr12	120148055	120148191	136	136	126.00	161.00	137.84	136.00	18746.00
chr12	50474280	50474372	92	92	66.00	96.00	81.22	81.00	7472.00
chr15	63125702	63125828	126	126	126.00	184.00	149.54	146.50	18842.00
chr9	20907148	20907241	93	93	49.00	78.00	64.45	65.00	5994.00
chr16	87874655	87874761	106	106	109.00	137.00	122.32	122.00	12966.00
chr2	162833269	162833460	191	191	2.00	263.00	151.38	233.00	28913.00
chr8	11704560	11704677	117	117	529.00	745.00	640.28	647.00	74913.00
chr15	63926931	63927087	156	156	103.00	170.00	144.95	150.00	22612.00
chr6	31668718	31668805	87	87	95.00	131.00	110.52	109.00	9615.00
chr7	148910792	148910906	114	114	16.00	46.00	33.37	35.00	3804.00
chr14	42355808	42357213	1405	1405	19.00	95.00	47.22	45.00	66347.00
chr10	88678928	88679226	298	298	12.00	34.00	20.63	19.00	6148.00
chr3	140998219	140998346	127	127	47.00	81.00	66.02	70.00	8384.00
chr1	144859758	144859998	240	240	56.00	134.00	88.49	81.50	21237.00
chr9	96054772	96055455	683	683	60.00	176.00	123.57	128.00	84395.00
chr19	7604803	7604944	141	141	57.00	101.00	72.23	70.00	10184.00
chr12	30906277	30907432	1155	1155	7.00	57.00	29.27	29.00	33806.00
chr9	131112762	131112854	92	92	81.00	134.00	112.57	123.00	10356.00
chr20	61981328	61982379	1051	1051	15.00	61.00	33.06	30.00	34742.00
chr7	38431348	38431618	270	270	223.00	383.00	279.40	267.00	75437.00
chr20	44521036	44521123	87	87	125.00	156.00	141.41	142.00	12303.00
chr11	64418726	64419108	382	382	79.00	125.00	102.38	103.00	39109.00
chr12	120148344	120150270	1926	1926	6.00	188.00	37.20	24.00	71653.00
chr12	6930971	6931066	95	95	5.00	248.00	124.23	110.00	11802.00
chr16	2339434	2339621	187	187	68.00	123.00	90.52	88.00	16928.00
chr2	27700083	27700187	104	104	21.00	34.00	27.30	27.00	2839.00
chr14	69805367	69805494	127	127	55.00	88.00	67.28	66.00	8544.00
chr12	9242497	9242619	122	122	205.00	313.00	251.27	235.50	30655.00
chr3	58256658	58256791	133	133	46.00	59.00	51.95	52.00	6910.00
chr10	79744927	79745098	171	171	35.00	56.00	44.59	45.00	7625.00
chr1	159161725	159161866	141	141	242.00	531.00	431.46	479.00	60836.00
chr16	31085202	31085519	317	317	1.00	23.00	13.11	15.00	4157.00
chr1	171755018	171755218	200	200	33.00	51.00	42.98	44.00	8595.00
chr9	130988124	130989280	1156	1156	3.00	1484.00	163.37	12.00	188853.00
chr15	63127935	63127998	63	63	131.00	159.00	144.67	145.00	9114.00
chr19	1917676	1917821	145	145	3.00	85.00	62.02	71.00	8993.00
chr22	25315792	25315960	168	168	71.00	118.00	91.25	90.00	15330.00
chr2	207943790	207945085	1295	1295	5.00	29.00	15.63	16.00	20242.00
chr11	47330706	47330952	246	246	3.00	370.00	161.35	11.00	39692.00
chr3	142743978	142746095	2117	2117	0.00	49.00	5.49	2.00	11616.00
chr7	44839492	44839694	202	202	5.00	11.00	7.73	7.00	1561.00
chr22	31688260	31688471	211	211	2.00	50.00	27.09	33.00	5716.00
chr11	66333492	66333638	146	146	320.00	470.00	395.64	406.50	57764.00
chr9	131114916	131115026	110	110	102.00	159.00	122.62	118.00	13488.00
chr1	20206	21013	807	807	2.00	67.00	34.09	34.00	27510.00
chr11	108216469	108216635	166	166	12.00	33.00	17.37	15.00	2883.00
chr1	209778880	209779019	139	139	123.00	175.00	153.94	154.00	21398.00
chr1	202935876	202936026	150	150	43.00	79.00	56.20	54.00	8430.00
chr12	57600255	57600524	269	269	178.00	302.00	248.96	264.00	66970.00
chr19	15233503	15233615	112	112	41.00	70.00	49.88	48.00	5586.00
chr8	68115317	68115486	169	169	46.00	67.00	56.42	57.00	9535.00
chr19	13419229	13419342	113	113	41.00	55.00	49.86	50.00	5634.00
chr6	33266815	33267130	315	315	2.00	19.00	11.01	12.00	3469.00
chr16	89780611	89781646	1035	1035	2.00	47.00	24.70	25.00	25569.00
chr12	109964162	109964221	59	59	31.00	47.00	38.71	40.00	2284.00
chr22	24491893	24492045	152	152	18.00	31.00	22.89	22.00	3479.00
chr2	242592926	242593025	99	99	101.00	194.00	143.00	128.00	14157.00
chr1	21937944	21938074	130	130	311.00	500.00	429.52	442.00	55837.00
chr2	223789173	223789313	140	140	111.00	149.00	129.61	131.00	18146.00
chr20	3772318	3772535	217	217	1.00	7.00	4.02	4.00	873.00
chr16	18531918	18532001	83	83	492.00	725.00	630.18	639.00	52305.00
chr1	43396296	43396537	241	241	153.00	252.00	199.38	198.00	48050.00
chr2	100037960	100038115	155	155	22.00	38.00	29.70	30.00	4603.00
chr16	1500497	1500770	273	273	3.00	132.00	71.90	103.00	19629.00
chr19	40876016	40876144	128	128	909.00	1396.00	1179.93	1164.50	151031.00
chr5	168112691	168112932	241	241	11.00	28.00	20.93	20.00	5043.00
chr2	127825738	127825831	93	93	238.00	391.00	326.35	345.00	30351.00
chr1	19232015	19234990	2975	2975	3.00	58.00	23.75	22.00	70651.00
chr16	1391129	1391196	67	67	259.00	288.00	272.07	271.00	18229.00
chr6	33410665	33411689	1024	1024	5.00	196.00	106.32	117.00	108874.00
chr9	95872033	95872266	233	233	1.00	12.00	5.07	4.00	1182.00
chr1	53378627	53378839	212	212	2.00	9.00	4.52	4.00	959.00
chr2	80531276	80531693	417	417	8.00	37.00	23.81	25.00	9929.00
chr7	44286718	44286791	73	73	432.00	501.00	475.82	477.00	34735.00
chr7	157369304	157369471	167	167	404.00	508.00	455.19	457.00	76016.00
chr11	18755079	18755191	112	112	8.00	436.00	281.72	374.50	31553.00
chr6	86237979	86238080	101	101	84.00	113.00	100.24	102.00	10124.00
chr8	145000951	145001050	99	99	45.00	70.00	58.37	60.00	5779.00
chr19	45167680	45167966	286	286	9.00	23.00	15.19	15.00	4343.00
chr10	48930165	48930400	235	235	3.00	33.00	17.88	18.00	4201.00
chr16	87871450	87871547	97	97	156.00	201.00	177.31	177.00	17199.00
chr1	109815454	109815649	195	195	146.00	227.00	186.99	186.00	36464.00
chr1	208215442	208215711	269	269	33.00	69.00	49.81	48.00	13398.00
chr2	260866	261451	585	585	0.00	15.00	5.09	4.00	2975.00
chr5	180481266	180481724	458	458	3.00	23.00	15.33	15.00	7022.00
chr7	73119479	73119631	152	152	4.00	1065.00	470.24	10.00	71476.00
chr15	34677248	34677358	110	110	293.00	429.00	364.11	370.50	40052.00
chr16	57687114	57687247	133	133	55.00	88.00	71.92	71.00	9566.00
chr15	50649406	50649592	186	186	0.00	5.00	3.19	3.00	594.00
chr22	21071995	21072066	71	71	862.00	1132.00	984.86	954.00	69925.00
chr5	179200882	179201561	679	679	7.00	32.00	17.37	17.00	11795.00
chr10	98763824	98763979	155	155	90.00	131.00	110.94	111.00	17195.00
chr14	102963315	102963457	142	142	27.00	60.00	41.87	40.00	5946.00
chr1	21932558	21933138	580	580	6.00	406.00	98.04	20.00	56864.00
chr16	28118842	28118998	156	156	111.00	155.00	137.57	138.00	21461.00
chr1	241767561	241767881	320	320	39.00	96.00	59.24	54.50	18958.00
chr11	66812063	66812184	121	121	91.00	125.00	104.07	104.00	12593.00
chr11	12248571	12248678	107	107	348.00	421.00	389.46	394.00	41672.00
chr9	130588788	130588951	163	163	38.00	72.00	52.41	52.00	8543.00
chr22	21068915	21068988	73	73	1040.00	1232.00	1127.82	1113.00	82331.00
chr1	43424304	43424531	227	227	4.00	158.00	108.52	118.00	24633.00
chr14	105852021	105853670	1649	1649	7.00	187.00	22.45	19.00	37019.00
chr15	34823469	34823579	110	110	293.00	429.00	364.11	370.50	40052.00
chr11	171365	172282	917	917	2.00	33.00	15.23	14.00	13964.00
chr22	24493976	24494155	179	179	27.00	53.00	41.55	42.00	7438.00
chr15	79291060	79291167	107	107	229.00	307.00	268.27	269.00	28705.00
chr16	2145904	2146194	290	290	8.00	23.00	13.90	13.00	4031.00
chr9	131503050	131503166	116	116	298.00	383.00	335.20	332.00	38883.00
chr11	61301983	61302579	596	596	5.00	25.00	12.54	11.00	7472.00
chr22	25308609	25308719	110	110	53.00	87.00	70.81	72.00	7789.00
chr12	63977826	63979986	2160	2160	0.00	23.00	9.82	10.00	21222.00
chr19	46928844	46930933	2089	2089	1.00	198.00	111.39	116.00	232691.00
chr16	56969146	56969224	78	78	132.00	172.00	153.38	155.50	11964.00
chr17	40665787	40665996	209	209	6.00	903.00	445.00	667.00	93005.00
chr9	131669435	131671600	2165	2165	47.00	182.00	94.92	89.00	205493.00
chr2	220164026	220164271	245	245	13.00	669.00	203.37	20.00	49826.00
chr19	7589846	7590052	206	206	23.00	93.00	53.38	49.50	10996.00
chr6	91260186	91260268	82	82	46.00	56.00	50.99	51.00	4181.00
chr9	124543742	124543830	88	88	156.00	184.00	173.09	173.00	15232.00
chr12	54071005	54071170	165	165	1.00	22.00	15.35	16.00	2532.00
chr2	40443	41212	769	769	3.00	19.00	10.46	11.00	8041.00
chr11	67852159	67852747	588	588	2.00	17.00	7.67	7.00	4509.00
chr8	8233762	8234810	1048	1048	12.00	58.00	32.71	34.00	34278.00
chr2	175671113	175672148	1035	1035	0.00	9.00	4.18	4.00	4327.00
chr7	138984922	138985438	516	516	0.00	6.00	3.18	3.00	1642.00
chr22	40816850	40817104	254	254	41.00	92.00	71.75	75.00	18224.00
chr19	14263120	14263249	129	129	248.00	362.00	314.96	333.00	40630.00
chr19	16962222	16962345	123	123	61.00	103.00	82.42	84.00	10138.00
chr1	109813838	109813918	80	80	162.00	218.00	185.16	183.00	14813.00
chr3	49898148	49898562	414	414	4.00	545.00	248.24	370.00	102773.00
chr17	17131202	17131510	308	308	18.00	79.00	46.61	47.00	14355.00
chr1	21936067	21936139	72	72	245.00	276.00	261.21	262.00	18807.00
chr3	130424404	130424615	211	211	35.00	52.00	43.77	44.00	9236.00
chr12	56532710	56532797	87	87	74.00	95.00	83.98	83.00	7306.00
chr16	29888591	29888788	197	197	398.00	541.00	473.54	473.00	93288.00
chr2	114394588	114396196	1608	1608	7.00	44.00	20.28	19.00	32616.00
chr3	124180736	124180803	67	67	183.00	238.00	213.43	213.00	14300.00
chr9	111798485	111798660	175	175	34.00	53.00	43.20	44.00	7560.00
chr10	73847897	73848372	475	475	30.00	444.00	206.58	210.00	98125.00
chr22	21075585	21075706	121	121	692.00	820.00	746.45	743.00	90321.00
chr22	20920753	20921104	351	351	27.00	120.00	70.58	76.00	24773.00
chr9	140953020	140953185	165	165	33.00	48.00	41.35	42.00	6823.00
chr22	41620970	41621075	105	105	72.00	107.00	89.36	87.00	9383.00
chr11	6243671	6243839	168	168	41.00	70.00	56.70	56.00	9526.00
chr15	74704225	74704353	128	128	90.00	123.00	108.47	112.00	13884.00
chr3	48719780	48719985	205	205	118.00	165.00	142.14	143.00	29139.00
chr1	222833247	222833348	101	101	63.00	99.00	83.57	86.00	8441.00
chr1	6583675	6584824	1149	1149	4.00	34.00	18.45	18.00	21200.00
chr11	126135857	126135976	119	119	111.00	170.00	142.17	141.00	16918.00
chr8	75156763	75157410	647	647	12.00	41.00	24.58	24.00	15905.00
chr15	83345212	83345389	177	177	180.00	223.00	204.16	204.00	36136.00
chr14	68031638	68032561	923	923	1.00	8.00	3.45	3.00	3183.00
chr19	42479780	42479949	169	169	2283.00	2823.00	2534.98	2536.00	428411.00
chr16	31503329	31503407	78	78	175.00	215.00	197.90	202.00	15436.00
chr17	1564564	1564700	136	136	83.00	145.00	109.57	104.50	14901.00
chr16	58717858	58718082	224	224	2.00	20.00	12.48	14.00	2796.00
chr14	71575320	71575763	443	443	15.00	43.00	27.65	26.00	12251.00
chr1	202934498	202934628	130	130	75.00	107.00	93.47	93.00	12151.00
chr7	73118477	73118586	109	109	705.00	882.00	797.21	799.00	86896.00
chr19	13365908	13366073	165	165	66.00	89.00	76.82	76.00	12675.00
chr10	102265117	102265958	841	841	15.00	43.00	27.80	28.00	23379.00
chr9	139983320	139983457	137	137	59.00	97.00	77.84	75.00	10664.00
chr18	29206245	29206347	102	102	64.00	76.00	69.14	69.00	7052.00
chr12	120578662	120578827	165	165	38.00	60.00	49.01	49.00	8086.00
chr5	757516	758226	710	710	2.00	16.00	8.75	9.00	6209.00
chr8	21632483	21632567	84	84	39.00	50.00	44.67	45.00	3752.00
chr4	54011499	54011749	250	250	20.00	47.00	34.34	36.00	8584.00
chr8	141680613	141681365	752	752	0.00	17.00	6.78	7.00	5102.00
chr11	57367351	57367850	499	499	37.00	82.00	54.63	51.00	27262.00
chr12	63980009	63980784	775	775	0.00	9.00	3.51	3.00	2723.00
chr9	140057042	140057203	161	161	12.00	1248.00	1030.28	1100.00	165875.00
chr2	7055953	7056098	145	145	24.00	42.00	31.64	31.00	4588.00
chr12	52387768	52389043	1275	1275	6.00	144.00	80.66	79.00	102844.00
chr19	50104931	50105175	244	244	26.00	63.00	38.72	36.00	9448.00
chr19	5218430	5218543	113	113	237.00	318.00	284.94	288.00	32198.00
chr16	29898969	29899138	169	169	246.00	364.00	299.60	299.00	50633.00
chr7	99030900	99031041	141	141	7.00	24.00	13.74	13.00	1938.00
chr17	36692926	36693212	286	286	2.00	8.00	4.84	5.00	1384.00
chr15	73857770	73859335	1565	1565	4.00	64.00	29.44	28.00	46074.00
chr6	44104085	44104176	91	91	90.00	134.00	119.24	122.00	10851.00
chr1	21938518	21938602	84	84	338.00	464.00	399.30	407.50	33541.00
chr19	13423482	13423595	113	113	15.00	42.00	24.96	21.00	2821.00
chr16	70292882	70293089	207	207	518.00	726.00	609.08	618.00	126079.00
chr18	61060641	61060782	141	141	46.00	74.00	58.83	61.00	8295.00
chr16	22269814	22270016	202	202	4.00	12.00	9.69	10.00	1958.00
chr1	21554423	21554534	111	111	58.00	72.00	64.66	66.00	7177.00
chr9	140057255	140057455	200	200	11.00	1580.00	1059.83	1302.50	211966.00
chr7	1488255	1488397	142	142	13.00	25.00	20.13	21.00	2859.00
chr14	100166351	100166438	87	87	259.00	310.00	282.94	281.00	24616.00
chr9	101065522	101065705	183	183	315.00	415.00	360.04	359.00	65888.00
chr5	68411752	68412041	289	289	12.00	35.00	20.33	19.00	5875.00
chr1	2452539	2452754	215	215	32.00	46.00	39.13	39.00	8413.00
chr1	21564626	21564737	111	111	45.00	77.00	54.91	52.00	6095.00
chr13	42037713	42039066	1353	1353	1.00	13.00	5.52	5.00	7471.00
chr2	114350236	114350443	207	207	4.00	54.00	28.43	33.00	5884.00
chr1	21939668	21939722	54	54	369.00	437.00	407.80	413.00	22021.00
chr9	139353895	139354007	112	112	38.00	63.00	51.12	51.00	5725.00
chr7	102176367	102176618	251	251	8.00	28.00	18.14	20.00	4552.00
chr3	51411753	51412018	265	265	9.00	173.00	72.82	12.00	19296.00
chr17	73888091	73888266	175	175	8.00	16.00	12.08	12.00	2114.00
chr13	103297258	103297435	177	177	1.00	30.00	14.24	20.00	2521.00
chr15	63922664	63922834	170	170	107.00	175.00	139.23	143.00	23669.00
chr3	33400774	33400849	75	75	65.00	84.00	76.47	76.00	5735.00
chr22	50671744	50671955	211	211	40.00	60.00	49.29	50.00	10401.00
chr1	21190968	21191205	237	237	148.00	214.00	169.37	166.00	40141.00
chr5	14481649	14481727	78	78	101.00	137.00	118.50	118.00	9243.00
chr15	101605556	101606410	854	854	14.00	63.00	35.98	36.00	30730.00
chr17	80040402	80040554	152	152	289.00	372.00	321.91	315.50	48930.00
chr2	132269293	132270897	1604	1604	7.00	49.00	27.81	29.00	44606.00
chr11	1778553	1778786	233	233	626.00	886.00	758.80	799.00	176800.00
chr11	1469616	1469808	192	192	10.00	17.00	13.67	14.00	2625.00
chr12	120138549	120138630	81	81	204.00	258.00	230.98	234.00	18709.00
chr7	901016	901101	85	85	95.00	137.00	122.51	125.00	10413.00
chr19	13372263	13372424	161	161	71.00	121.00	99.89	98.00	16082.00
chr17	40843154	40843311	157	157	223.00	341.00	275.58	281.00	43266.00
chr17	80039476	80039719	243	243	281.00	424.00	347.61	350.00	84469.00
chr17	16681109	16687365	6256	6256	0.00	57.00	11.44	8.00	71541.00
chr1	116935475	116935610	135	135	1309.00	1781.00	1547.16	1564.00	208866.00
chr6	128294808	128294972	164	164	63.00	119.00	97.46	104.00	15984.00
chr5	109189927	109190617	690	690	0.00	7.00	2.36	2.00	1625.00
chr15	40757533	40757634	101	101	8.00	59.00	41.92	42.00	4234.00
chr2	220164706	220164981	275	275	354.00	705.00	514.72	517.00	141549.00
chr3	164905164	164908639	3475	3475	3.00	69.00	26.71	24.00	92832.00
chr11	60699157	60699356	199	199	75.00	285.00	217.22	220.00	43226.00
chr2	96680301	96680717	416	416	0.00	9.00	4.25	4.00	1766.00
chr17	40845314	40845554	240	240	250.00	381.00	308.40	298.50	74017.00
chr12	125264513	125265391	878	878	4.00	25.00	12.48	12.00	10958.00
chr1	156623704	156624158	454	454	5.00	19.00	11.74	12.00	5330.00
chr6	108370456	108370622	166	166	52.00	71.00	62.55	64.00	10384.00
chr11	19180486	19180587	101	101	13.00	29.00	21.92	22.00	2214.00
chr19	42489069	42489338	269	269	585.00	1298.00	976.50	1050.00	262679.00
chr2	198274493	198274731	238	238	68.00	105.00	91.01	93.00	21660.00
chr6	47220991	47221257	266	266	66.00	122.00	104.79	106.00	27875.00
chr19	40872679	40872822	143	143	1150.00	1690.00	1459.03	1520.00	208642.00
chr19	54693278	54693627	349	349	3.00	73.00	36.65	36.00	12790.00
chr12	81929	82174	245	245	2.00	30.00	15.58	15.00	3817.00
chr21	45513943	45514114	171	171	39.00	103.00	67.78	64.00	11591.00
chr3	124201630	124201747	117	117	3.00	288.00	213.68	263.00	25000.00
chr17	79805118	79805223	105	105	188.00	228.00	204.91	204.00	21516.00
chr20	46307419	46307548	129	129	74.00	97.00	87.44	88.00	11280.00
chr17	38187790	38187873	83	83	87.00	121.00	104.05	102.00	8636.00
chr2	207452814	207452878	64	64	209.00	271.00	251.78	257.00	16114.00
chr17	45695715	45695823	108	108	189.00	283.00	248.37	260.50	26824.00
chr7	44283023	44283126	103	103	455.00	571.00	494.87	495.00	50972.00
