#chrom	start	end	size	num_data	min	max	mean	median	sum
chr22	32897492	32898946	1454	1454	0.00	0.00	0.00	0.00	0.00
chr16	16367702	16367764	62	62	0.00	39.00	19.27	20.50	1195.00
chr19	5245786	5246056	270	270	0.00	4.00	0.13	0.00	36.00
chr16	74345440	74345829	389	389	0.00	4.00	1.50	1.00	582.00
chr6	107096899	107097076	177	177	5.00	12.00	9.47	10.00	1677.00
chr1	29641883	29642019	136	136	0.00	0.00	0.00	0.00	0.00
chr8	97342440	97342509	69	69	114.00	146.00	122.61	121.00	8460.00
chr8	68116914	68117054	140	140	17.00	36.00	27.54	30.00	3855.00
chr22	22037470	22037546	76	76	22.00	34.00	27.72	28.00	2107.00
chr22	50682147	50683420	1273	1273	0.00	56.00	26.04	21.00	33152.00
chr20	44048971	44049069	98	98	136.00	160.00	150.73	152.50	14772.00
chr1	36904356	36904511	155	155	0.00	1.00	0.03	0.00	5.00
chr12	71054719	71054877	158	158	0.00	0.00	0.00	0.00	0.00
chr15	50654364	50655515	1151	1151	0.00	6.00	2.64	2.00	3033.00
chr2	234198499	234198620	121	121	15.00	23.00	18.79	19.00	2273.00
chr9	128001699	128001812	113	113	612.00	694.00	644.15	642.00	72789.00
chr8	38272296	38272419	123	123	4.00	13.00	9.09	10.00	1118.00
chr11	73068069	73068179	110	110	1.00	3.00	2.57	3.00	283.00
chr16	28123137	28123327	190	190	705.00	1008.00	862.81	871.00	163934.00
chr12	49424062	49424222	160	160	11.00	28.00	19.90	21.00	3184.00
chr19	50302885	50303023	138	138	144.00	244.00	187.75	179.00	25910.00
chr19	42480567	42480718	151	151	5.00	19.00	10.84	10.00	1637.00
chr3	197904395	197905301	906	906	0.00	11.00	3.01	3.00	2727.00
chr13	100189992	100190117	125	125	23.00	33.00	27.62	27.00	3453.00
chr19	14268062	14268272	210	210	6.00	18.00	11.94	12.00	2508.00
chr10	93786886	93787057	171	171	12.00	37.00	24.22	23.00	4141.00
chr1	109808726	109808828	102	102	0.00	1.00	0.61	1.00	62.00
chr4	134075461	134075520	59	59	0.00	0.00	0.00	0.00	0.00
chr1	22052268	22053864	1596	1596	0.00	17.00	4.46	4.00	7115.00
chr9	140056855	140056968	113	113	0.00	0.00	0.00	0.00	0.00
chr19	42482087	42482224	137	137	14.00	22.00	18.91	19.00	2590.00
chr19	4556962	4557025	63	63	0.00	1.00	0.63	1.00	40.00
chr19	14266921	14267013	92	92	6.00	8.00	6.80	7.00	626.00
chr22	42273851	42274127	276	276	4.00	52.00	28.87	33.50	7967.00
chr1	205549788	205550049	261	261	0.00	0.00	0.00	0.00	0.00
chr1	110765585	110766522	937	937	0.00	9.00	2.55	2.00	2388.00
chr19	55553595	55554158	563	563	1.00	4.00	2.66	3.00	1497.00
chr7	150929881	150931360	1479	1479	7.00	51.00	20.64	18.00	30524.00
chr3	124215157	124215260	103	103	0.00	0.00	0.00	0.00	0.00
chr16	58220658	58220760	102	102	16.00	24.00	19.47	19.00	1986.00
chr3	10381925	10382033	108	108	0.00	0.00	0.00	0.00	0.00
chr10	11356101	11356221	120	120	46.00	73.00	61.13	64.00	7336.00
chr22	42294652	42294785	133	133	36.00	80.00	56.11	51.00	7462.00
chr1	2005531	2005714	183	183	0.00	0.00	0.00	0.00	0.00
chr12	113722522	113722576	54	54	7.00	11.00	8.46	8.00	457.00
chr9	131502198	131502398	200	200	4.00	132.00	110.25	115.00	22049.00
chr19	40873602	40873786	184	184	78.00	126.00	96.71	95.00	17795.00
chr2	220162606	220162825	219	219	0.00	0.00	0.00	0.00	0.00
chr16	28270027	28270355	328	328	0.00	0.00	0.00	0.00	0.00
chr4	3225718	3225858	140	140	24.00	42.00	31.69	31.00	4436.00
chr17	44127898	44128070	172	172	21.00	40.00	31.76	31.00	5463.00
chr3	47462043	47462262	219	219	23.00	47.00	35.68	36.00	7814.00
chr6	99873090	99873182	92	92	0.00	22.00	10.36	9.00	953.00
chr7	142561723	142562504	781	781	2.00	21.00	12.07	12.00	9426.00
chr1	159169540	159169666	126	126	0.00	1.00	0.38	0.00	48.00
chr19	7606869	7606953	84	84	53.00	68.00	59.88	60.00	5030.00
chr16	2811561	2818298	6737	6737	6.00	940.00	347.93	261.00	2343991.00
chr3	47450652	47450807	155	155	16.00	51.00	30.97	30.00	4800.00
chr11	118403631	118403922	291	291	3.00	13.00	7.62	8.00	2218.00
chr1	205555161	205555335	174	174	0.00	0.00	0.00	0.00	0.00
chr12	125603186	125603311	125	125	2.00	5.00	3.64	4.00	455.00
chr11	86658288	86659498	1210	1210	0.00	0.00	0.00	0.00	0.00
chr22	37764946	37768745	3799	3799	0.00	0.00	0.00	0.00	0.00
chr10	46345664	46346215	551	551	0.00	11.00	3.34	3.00	1843.00
chr22	33673045	33673241	196	196	0.00	5.00	2.13	2.00	417.00
chr9	140042599	140042666	67	67	0.00	0.00	0.00	0.00	0.00
chr3	48717233	48717320	87	87	11.00	16.00	12.57	12.00	1094.00
chr11	60681600	60681740	140	140	2.00	87.00	29.66	13.00	4152.00
chr10	93784512	93784724	212	212	7.00	22.00	14.78	14.00	3134.00
chr12	7289424	7290372	948	948	4.00	72.00	22.25	10.00	21093.00
chr3	132387062	132387526	464	464	0.00	3.00	1.31	1.00	610.00
chr16	2335442	2335647	205	205	2.00	6.00	3.35	3.00	686.00
chr16	1794782	1797276	2494	2494	7.00	65.00	21.45	18.00	53498.00
chr16	3786036	3786204	168	168	60.00	108.00	82.89	78.50	13926.00
chr9	141131209	141131766	557	557	1.00	8.00	3.09	3.00	1720.00
chr14	92965028	92966015	987	987	1.00	11.00	5.35	6.00	5280.00
chr19	54692070	54692200	130	130	274.00	471.00	350.87	318.00	45613.00
chr15	43866006	43866230	224	224	2.00	7.00	4.21	4.00	942.00
chr3	40231316	40231954	638	638	0.00	0.00	0.00	0.00	0.00
chr3	50148937	50149455	518	518	17.00	31.00	23.64	24.00	12248.00
chr4	81117505	81117755	250	250	0.00	4.00	2.56	2.00	640.00
chr10	46740404	46740638	234	234	0.00	6.00	2.46	3.00	576.00
chr3	124210169	124210271	102	102	0.00	0.00	0.00	0.00	0.00
chr11	107488830	107488932	102	102	0.00	0.00	0.00	0.00	0.00
chr9	130591965	130592106	141	141	11.00	22.00	17.16	17.00	2419.00
chr1	20981932	20982027	95	95	226.00	274.00	252.79	254.00	24015.00
chr12	75875613	75875859	246	246	58.00	103.00	74.39	70.00	18300.00
chr22	32046684	32046764	80	80	10.00	15.00	12.26	12.00	981.00
chr11	70331418	70331658	240	240	0.00	0.00	0.00	0.00	0.00
chr14	51079976	51080069	93	93	0.00	0.00	0.00	0.00	0.00
chr17	80041077	80041301	224	224	16.00	81.00	43.86	35.00	9825.00
chr7	158540884	158540971	87	87	37.00	45.00	40.66	41.00	3537.00
chr1	21553651	21553719	68	68	77.00	90.00	83.66	84.00	5689.00
chr2	219206256	219206349	93	93	11.00	21.00	16.10	16.00	1497.00
chr17	18444211	18445242	1031	1031	0.00	4.00	0.87	0.00	902.00
chr12	57599340	57599460	120	120	22.00	43.00	31.07	29.50	3728.00
chr11	64417919	64418110	191	191	0.00	0.00	0.00	0.00	0.00
chr19	3274926	3275650	724	724	0.00	0.00	0.00	0.00	0.00
chr16	18532086	18532305	219	219	37.00	118.00	76.49	75.00	16751.00
chr17	3776702	3776756	54	54	15.00	26.00	20.83	22.00	1125.00
chr1	116932670	116933033	363	363	2.00	219.00	108.93	183.00	39541.00
chr16	1505731	1505796	65	65	60.00	91.00	76.71	81.00	4986.00
chr1	9794029	9794200	171	171	48.00	83.00	63.01	58.00	10774.00
chr10	73579221	73579379	158	158	2110.00	2386.00	2247.02	2241.50	355029.00
chr11	6411684	6412146	462	462	0.00	34.00	16.65	15.00	7692.00
chr1	159163212	159163350	138	138	0.00	0.00	0.00	0.00	0.00
chr16	1816723	1816804	81	81	81.00	102.00	90.64	92.00	7342.00
chr7	91722399	91722630	231	231	3.00	13.00	7.09	6.00	1638.00
chr7	44281816	44281939	123	123	0.00	0.00	0.00	0.00	0.00
chr2	220467189	220467297	108	108	15.00	40.00	25.55	25.00	2759.00
chr16	4494664	4494729	65	65	12.00	18.00	15.05	15.00	978.00
chr15	34681844	34681986	142	142	2.00	41.00	30.90	35.00	4388.00
chr9	139995935	139996124	189	189	26.00	44.00	32.74	32.00	6188.00
chr3	180324040	180324160	120	120	6.00	9.00	6.78	7.00	814.00
chr3	42678359	42681242	2883	2883	1.00	29.00	13.46	14.00	38798.00
chr7	131812776	131815333	2557	2557	0.00	6.00	1.17	1.00	3002.00
chr20	1585387	1585522	135	135	108.00	161.00	137.97	140.00	18626.00
chr3	126751229	126751442	213	213	1.00	9.00	4.96	5.00	1057.00
chr15	63920875	63921014	139	139	34.00	58.00	44.68	45.00	6210.00
chr16	2040128	2040202	74	74	0.00	0.00	0.00	0.00	0.00
chr9	74324174	74324390	216	216	47.00	79.00	59.05	57.00	12755.00
chr20	44521858	44521950	92	92	319.00	377.00	352.89	355.50	32466.00
chr9	139911647	139911798	151	151	42.00	55.00	50.15	51.00	7572.00
chr9	140055507	140055649	142	142	0.00	0.00	0.00	0.00	0.00
chr12	120148055	120148191	136	136	1.00	5.00	3.43	4.00	467.00
chr12	50474280	50474372	92	92	0.00	0.00	0.00	0.00	0.00
chr15	63125702	63125828	126	126	0.00	2.00	1.31	2.00	165.00
chr9	20907148	20907241	93	93	2.00	6.00	4.19	3.00	390.00
chr16	87874655	87874761	106	106	59.00	80.00	68.52	67.00	7263.00
chr2	162833269	162833460	191	191	0.00	1.00	0.08	0.00	16.00
chr8	11704560	11704677	117	117	372.00	446.00	401.91	401.00	47024.00
chr15	63926931	63927087	156	156	17.00	25.00	21.08	21.00	3288.00
chr6	31668718	31668805	87	87	75.00	93.00	84.39	85.00	7342.00
chr7	148910792	148910906	114	114	6.00	11.00	9.27	10.00	1057.00
chr14	42355808	42357213	1405	1405	0.00	1.00	0.14	0.00	202.00
chr10	88678928	88679226	298	298	0.00	2.00	0.34	0.00	100.00
chr3	140998219	140998346	127	127	3.00	7.00	5.37	5.00	682.00
chr1	144859758	144859998	240	240	5.00	12.00	7.65	8.00	1837.00
chr9	96054772	96055455	683	683	0.00	3.00	0.77	1.00	523.00
chr19	7604803	7604944	141	141	50.00	89.00	67.80	69.00	9560.00
chr12	30906277	30907432	1155	1155	0.00	5.00	1.18	0.00	1367.00
chr9	131112762	131112854	92	92	1.00	3.00	2.38	3.00	219.00
chr20	61981328	61982379	1051	1051	0.00	0.00	0.00	0.00	0.00
chr7	38431348	38431618	270	270	0.00	2.00	0.75	1.00	202.00
chr20	44521036	44521123	87	87	238.00	321.00	284.23	292.00	24728.00
chr11	64418726	64419108	382	382	0.00	2.00	0.74	1.00	284.00
chr12	120148344	120150270	1926	1926	0.00	3.00	0.33	0.00	644.00
chr12	6930971	6931066	95	95	0.00	8.00	3.73	4.00	354.00
chr16	2339434	2339621	187	187	0.00	3.00	1.09	1.00	203.00
chr2	27700083	27700187	104	104	0.00	2.00	0.80	1.00	83.00
chr14	69805367	69805494	127	127	0.00	0.00	0.00	0.00	0.00
chr12	9242497	9242619	122	122	3.00	6.00	5.16	5.00	630.00
chr3	58256658	58256791	133	133	0.00	1.00	0.35	0.00	46.00
chr10	79744927	79745098	171	171	1.00	11.00	6.92	8.00	1184.00
chr1	159161725	159161866	141	141	0.00	3.00	2.05	2.00	289.00
chr16	31085202	31085519	317	317	0.00	12.00	5.02	5.00	1592.00
chr1	171755018	171755218	200	200	4.00	14.00	9.69	10.00	1937.00
chr9	130988124	130989280	1156	1156	0.00	2.00	0.26	0.00	303.00
chr15	63127935	63127998	63	63	0.00	1.00	0.21	0.00	13.00
chr19	1917676	1917821	145	145	9.00	52.00	39.97	43.00	5795.00
chr22	25315792	25315960	168	168	2.00	5.00	3.08	3.00	518.00
chr2	207943790	207945085	1295	1295	1.00	13.00	6.39	6.00	8271.00
chr11	47330706	47330952	246	246	3.00	97.00	38.30	6.00	9421.00
chr3	142743978	142746095	2117	2117	0.00	14.00	1.50	0.00	3183.00
chr7	44839492	44839694	202	202	12.00	23.00	16.80	16.00	3394.00
chr22	31688260	31688471	211	211	8.00	154.00	94.72	114.00	19986.00
chr11	66333492	66333638	146	146	12.00	26.00	20.88	22.00	3048.00
chr9	131114916	131115026	110	110	1.00	15.00	7.25	8.00	797.00
chr1	20206	21013	807	807	0.00	69.00	41.70	45.00	33649.00
chr11	108216469	108216635	166	166	25.00	35.00	28.33	28.00	4703.00
chr1	209778880	209779019	139	139	0.00	0.00	0.00	0.00	0.00
chr1	202935876	202936026	150	150	17.00	40.00	29.19	29.00	4378.00
chr12	57600255	57600524	269	269	39.00	71.00	55.96	56.00	15052.00
chr19	15233503	15233615	112	112	12.00	19.00	14.83	15.00	1661.00
chr8	68115317	68115486	169	169	23.00	42.00	34.77	36.00	5876.00
chr19	13419229	13419342	113	113	0.00	1.00	0.63	1.00	71.00
chr6	33266815	33267130	315	315	1.00	10.00	4.55	5.00	1432.00
chr16	89780611	89781646	1035	1035	0.00	11.00	3.54	4.00	3667.00
chr12	109964162	109964221	59	59	11.00	16.00	13.32	13.00	786.00
chr22	24491893	24492045	152	152	7.00	16.00	12.68	14.00	1927.00
chr2	242592926	242593025	99	99	53.00	85.00	65.65	62.00	6499.00
chr1	21937944	21938074	130	130	0.00	8.00	3.52	2.00	457.00
chr2	223789173	223789313	140	140	5.00	9.00	6.96	7.00	974.00
chr20	3772318	3772535	217	217	0.00	1.00	0.18	0.00	38.00
chr16	18531918	18532001	83	83	85.00	109.00	99.14	99.00	8229.00
chr1	43396296	43396537	241	241	53.00	102.00	71.24	70.00	17168.00
chr2	100037960	100038115	155	155	0.00	10.00	5.71	7.00	885.00
chr16	1500497	1500770	273	273	11.00	96.00	50.58	54.00	13808.00
chr19	40876016	40876144	128	128	86.00	135.00	113.54	109.00	14533.00
chr5	168112691	168112932	241	241	0.00	0.00	0.00	0.00	0.00
chr2	127825738	127825831	93	93	2.00	4.00	2.95	3.00	274.00
chr1	19232015	19234990	2975	2975	0.00	13.00	3.30	2.00	9829.00
chr16	1391129	1391196	67	67	13.00	16.00	14.91	15.00	999.00
chr6	33410665	33411689	1024	1024	0.00	36.00	16.41	16.00	16805.00
chr9	95872033	95872266	233	233	133.00	192.00	164.66	165.00	38365.00
chr1	53378627	53378839	212	212	8.00	16.00	11.88	12.00	2519.00
chr2	80531276	80531693	417	417	0.00	0.00	0.00	0.00	0.00
chr7	44286718	44286791	73	73	1.00	2.00	1.49	1.00	109.00
chr7	157369304	157369471	167	167	0.00	0.00	0.00	0.00	0.00
chr11	18755079	18755191	112	112	0.00	0.00	0.00	0.00	0.00
chr6	86237979	86238080	101	101	11.00	16.00	13.38	13.00	1351.00
chr8	145000951	145001050	99	99	5.00	29.00	16.56	16.00	1639.00
chr19	45167680	45167966	286	286	0.00	2.00	1.06	1.00	303.00
chr10	48930165	48930400	235	235	0.00	5.00	2.14	2.00	502.00
chr16	87871450	87871547	97	97	74.00	90.00	81.06	81.00	7863.00
chr1	109815454	109815649	195	195	0.00	3.00	1.61	2.00	313.00
chr1	208215442	208215711	269	269	0.00	5.00	2.03	1.00	546.00
chr2	260866	261451	585	585	0.00	2.00	0.35	0.00	202.00
chr5	180481266	180481724	458	458	0.00	3.00	1.08	1.00	496.00
chr7	73119479	73119631	152	152	0.00	16.00	6.61	0.00	1005.00
chr15	34677248	34677358	110	110	35.00	53.00	42.33	42.00	4656.00
chr16	57687114	57687247	133	133	167.00	252.00	219.03	236.00	29131.00
chr15	50649406	50649592	186	186	4.00	11.00	7.51	8.00	1396.00
chr22	21071995	21072066	71	71	112.00	134.00	122.85	124.00	8722.00
chr5	179200882	179201561	679	679	3.00	23.00	12.55	11.00	8519.00
chr10	98763824	98763979	155	155	0.00	1.00	0.65	1.00	101.00
chr14	102963315	102963457	142	142	8.00	17.00	13.27	14.00	1885.00
chr1	21932558	21933138	580	580	0.00	7.00	2.32	2.00	1348.00
chr16	28118842	28118998	156	156	684.00	1012.00	860.69	886.50	134268.00
chr1	241767561	241767881	320	320	3.00	12.00	6.37	6.00	2038.00
chr11	66812063	66812184	121	121	0.00	0.00	0.00	0.00	0.00
chr11	12248571	12248678	107	107	50.00	70.00	60.56	61.00	6480.00
chr9	130588788	130588951	163	163	18.00	29.00	24.33	25.00	3965.00
chr22	21068915	21068988	73	73	114.00	137.00	125.41	127.00	9155.00
chr1	43424304	43424531	227	227	2.00	68.00	48.23	56.00	10948.00
chr14	105852021	105853670	1649	1649	0.00	13.00	4.74	5.00	7819.00
chr15	34823469	34823579	110	110	35.00	53.00	42.33	42.00	4656.00
chr11	171365	172282	917	917	0.00	10.00	2.72	2.00	2498.00
chr22	24493976	24494155	179	179	9.00	26.00	17.73	18.00	3173.00
chr15	79291060	79291167	107	107	0.00	0.00	0.00	0.00	0.00
chr16	2145904	2146194	290	290	0.00	3.00	1.69	2.00	489.00
chr9	131503050	131503166	116	116	126.00	171.00	150.28	152.00	17433.00
chr11	61301983	61302579	596	596	0.00	0.00	0.00	0.00	0.00
chr22	25308609	25308719	110	110	1.00	4.00	2.94	3.00	323.00
chr12	63977826	63979986	2160	2160	0.00	3.00	0.28	0.00	606.00
chr19	46928844	46930933	2089	2089	0.00	1.00	0.05	0.00	101.00
chr16	56969146	56969224	78	78	57.00	71.00	63.87	64.00	4982.00
chr17	40665787	40665996	209	209	1.00	53.00	28.03	39.00	5858.00
chr9	131669435	131671600	2165	2165	0.00	24.00	10.53	10.00	22794.00
chr2	220164026	220164271	245	245	0.00	0.00	0.00	0.00	0.00
chr19	7589846	7590052	206	206	76.00	217.00	150.20	159.50	30941.00
chr6	91260186	91260268	82	82	7.00	13.00	8.91	9.00	731.00
chr9	124543742	124543830	88	88	0.00	1.00	0.22	0.00	19.00
chr12	54071005	54071170	165	165	0.00	0.00	0.00	0.00	0.00
chr2	40443	41212	769	769	0.00	0.00	0.00	0.00	0.00
chr11	67852159	67852747	588	588	0.00	1.00	0.69	1.00	404.00
chr8	8233762	8234810	1048	1048	0.00	5.00	1.29	1.00	1349.00
chr2	175671113	175672148	1035	1035	0.00	0.00	0.00	0.00	0.00
chr7	138984922	138985438	516	516	0.00	1.00	0.15	0.00	77.00
chr22	40816850	40817104	254	254	41.00	98.00	70.60	70.00	17933.00
chr19	14263120	14263249	129	129	19.00	32.00	27.66	28.00	3568.00
chr19	16962222	16962345	123	123	10.00	24.00	18.09	18.00	2225.00
chr1	109813838	109813918	80	80	2.00	4.00	3.26	3.00	261.00
chr3	49898148	49898562	414	414	0.00	0.00	0.00	0.00	0.00
chr17	17131202	17131510	308	308	17.00	98.00	71.10	74.00	21900.00
chr1	21936067	21936139	72	72	4.00	6.00	5.10	5.00	367.00
chr3	130424404	130424615	211	211	5.00	13.00	8.49	8.00	1791.00
chr12	56532710	56532797	87	87	100.00	132.00	114.72	114.00	9981.00
chr16	29888591	29888788	197	197	0.00	0.00	0.00	0.00	0.00
chr2	114394588	114396196	1608	1608	1.00	18.00	7.97	8.00	12812.00
chr3	124180736	124180803	67	67	0.00	0.00	0.00	0.00	0.00
chr9	111798485	111798660	175	175	5.00	14.00	10.30	11.00	1802.00
chr10	73847897	73848372	475	475	0.00	375.00	157.06	168.00	74603.00
chr22	21075585	21075706	121	121	82.00	105.00	92.19	92.00	11155.00
chr22	20920753	20921104	351	351	70.00	183.00	123.85	134.00	43472.00
chr9	140953020	140953185	165	165	0.00	0.00	0.00	0.00	0.00
chr22	41620970	41621075	105	105	17.00	33.00	23.68	23.00	2486.00
chr11	6243671	6243839	168	168	73.00	92.00	82.21	82.00	13811.00
chr15	74704225	74704353	128	128	10.00	16.00	13.91	14.00	1781.00
chr3	48719780	48719985	205	205	6.00	13.00	10.02	10.00	2055.00
chr1	222833247	222833348	101	101	20.00	39.00	30.76	30.00	3107.00
chr1	6583675	6584824	1149	1149	2.00	19.00	8.77	9.00	10077.00
chr11	126135857	126135976	119	119	109.00	150.00	125.13	123.00	14890.00
chr8	75156763	75157410	647	647	0.00	1.00	0.12	0.00	77.00
chr15	83345212	83345389	177	177	0.00	1.00	0.86	1.00	153.00
chr14	68031638	68032561	923	923	0.00	0.00	0.00	0.00	0.00
chr19	42479780	42479949	169	169	15.00	23.00	19.22	19.00	3248.00
chr16	31503329	31503407	78	78	56.00	82.00	73.53	76.00	5735.00
chr17	1564564	1564700	136	136	107.00	139.00	122.73	122.50	16691.00
chr16	58717858	58718082	224	224	1.00	5.00	2.81	2.00	629.00
chr14	71575320	71575763	443	443	95.00	159.00	133.35	134.00	59072.00
chr1	202934498	202934628	130	130	44.00	61.00	52.57	52.00	6834.00
chr7	73118477	73118586	109	109	4.00	12.00	7.18	7.00	783.00
chr19	13365908	13366073	165	165	0.00	2.00	0.59	1.00	98.00
chr10	102265117	102265958	841	841	7.00	23.00	13.92	14.00	11707.00
chr9	139983320	139983457	137	137	26.00	45.00	34.36	31.00	4708.00
chr18	29206245	29206347	102	102	0.00	0.00	0.00	0.00	0.00
chr12	120578662	120578827	165	165	39.00	64.00	51.44	51.00	8488.00
chr5	757516	758226	710	710	0.00	2.00	0.20	0.00	143.00
chr8	21632483	21632567	84	84	2.00	7.00	4.42	4.00	371.00
chr4	54011499	54011749	250	250	7.00	20.00	13.79	14.00	3447.00
chr8	141680613	141681365	752	752	0.00	0.00	0.00	0.00	0.00
chr11	57367351	57367850	499	499	10.00	36.00	17.74	17.00	8853.00
chr12	63980009	63980784	775	775	0.00	0.00	0.00	0.00	0.00
chr9	140057042	140057203	161	161	0.00	0.00	0.00	0.00	0.00
chr2	7055953	7056098	145	145	0.00	0.00	0.00	0.00	0.00
chr12	52387768	52389043	1275	1275	1.00	26.00	12.41	11.00	15817.00
chr19	50104931	50105175	244	244	6.00	23.00	14.18	14.00	3461.00
chr19	5218430	5218543	113	113	1.00	3.00	2.25	2.00	254.00
chr16	29898969	29899138	169	169	0.00	0.00	0.00	0.00	0.00
chr7	99030900	99031041	141	141	2.00	9.00	4.84	4.00	683.00
chr17	36692926	36693212	286	286	0.00	0.00	0.00	0.00	0.00
chr15	73857770	73859335	1565	1565	0.00	3.00	0.48	0.00	753.00
chr6	44104085	44104176	91	91	46.00	68.00	59.49	60.00	5414.00
chr1	21938518	21938602	84	84	4.00	8.00	6.23	6.00	523.00
chr19	13423482	13423595	113	113	0.00	0.00	0.00	0.00	0.00
chr16	70292882	70293089	207	207	28.00	49.00	40.52	41.00	8387.00
chr18	61060641	61060782	141	141	11.00	19.00	16.19	17.00	2283.00
chr16	22269814	22270016	202	202	5.00	14.00	9.50	9.00	1919.00
chr1	21554423	21554534	111	111	84.00	100.00	92.24	92.00	10239.00
chr9	140057255	140057455	200	200	0.00	0.00	0.00	0.00	0.00
chr7	1488255	1488397	142	142	1.00	5.00	4.13	4.00	587.00
chr14	100166351	100166438	87	87	0.00	0.00	0.00	0.00	0.00
chr9	101065522	101065705	183	183	0.00	0.00	0.00	0.00	0.00
chr5	68411752	68412041	289	289	2.00	5.00	3.74	4.00	1081.00
chr1	2452539	2452754	215	215	29.00	55.00	41.67	40.00	8960.00
chr1	21564626	21564737	111	111	97.00	147.00	117.91	115.00	13088.00
chr13	42037713	42039066	1353	1353	2.00	19.00	7.64	7.00	10343.00
chr2	114350236	114350443	207	207	7.00	25.00	16.54	17.00	3424.00
chr1	21939668	21939722	54	54	1.00	4.00	2.31	2.00	125.00
chr9	139353895	139354007	112	112	39.00	50.00	44.84	45.00	5022.00
chr7	102176367	102176618	251	251	0.00	8.00	4.58	5.00	1149.00
chr3	51411753	51412018	265	265	0.00	0.00	0.00	0.00	0.00
chr17	73888091	73888266	175	175	5.00	9.00	7.01	7.00	1227.00
chr13	103297258	103297435	177	177	0.00	23.00	11.41	16.00	2020.00
chr15	63922664	63922834	170	170	36.00	62.00	48.34	48.00	8218.00
chr3	33400774	33400849	75	75	0.00	0.00	0.00	0.00	0.00
chr22	50671744	50671955	211	211	24.00	39.00	31.57	32.00	6661.00
chr1	21190968	21191205	237	237	17.00	37.00	26.50	24.00	6280.00
chr5	14481649	14481727	78	78	0.00	3.00	1.32	2.00	103.00
chr15	101605556	101606410	854	854	3.00	18.00	7.97	7.00	6807.00
chr17	80040402	80040554	152	152	31.00	51.00	40.60	39.50	6171.00
chr2	132269293	132270897	1604	1604	1.00	12.00	5.88	6.00	9429.00
chr11	1778553	1778786	233	233	1209.00	1769.00	1479.73	1495.00	344777.00
chr11	1469616	1469808	192	192	0.00	1.00	0.53	1.00	101.00
chr12	120138549	120138630	81	81	0.00	1.00	0.78	1.00	63.00
chr7	901016	901101	85	85	14.00	22.00	18.18	18.00	1545.00
chr19	13372263	13372424	161	161	0.00	0.00	0.00	0.00	0.00
chr17	40843154	40843311	157	157	0.00	2.00	0.94	1.00	147.00
chr17	80039476	80039719	243	243	24.00	39.00	31.03	31.00	7540.00
chr17	16681109	16687365	6256	6256	0.00	4.00	0.29	0.00	1818.00
chr1	116935475	116935610	135	135	169.00	262.00	226.49	234.00	30576.00
chr6	128294808	128294972	164	164	0.00	2.00	1.20	1.00	197.00
chr5	109189927	109190617	690	690	0.00	6.00	1.76	0.00	1212.00
chr15	40757533	40757634	101	101	5.00	18.00	15.16	16.00	1531.00
chr2	220164706	220164981	275	275	0.00	0.00	0.00	0.00	0.00
chr3	164905164	164908639	3475	3475	0.00	0.00	0.00	0.00	0.00
chr11	60699157	60699356	199	199	0.00	0.00	0.00	0.00	0.00
chr2	96680301	96680717	416	416	0.00	3.00	0.73	0.00	303.00
chr17	40845314	40845554	240	240	1.00	6.00	3.08	2.00	740.00
chr12	125264513	125265391	878	878	0.00	7.00	2.03	1.00	1783.00
chr1	156623704	156624158	454	454	0.00	0.00	0.00	0.00	0.00
chr6	108370456	108370622	166	166	16.00	25.00	20.84	21.00	3460.00
chr11	19180486	19180587	101	101	5.00	10.00	8.00	8.00	808.00
chr19	42489069	42489338	269	269	2.00	12.00	8.17	9.00	2198.00
chr2	198274493	198274731	238	238	72.00	116.00	90.76	91.00	21601.00
chr6	47220991	47221257	266	266	0.00	7.00	3.47	3.00	923.00
chr19	40872679	40872822	143	143	117.00	167.00	144.46	146.00	20658.00
chr19	54693278	54693627	349	349	0.00	56.00	22.67	16.00	7912.00
chr12	81929	82174	245	245	5.00	14.00	9.07	8.00	2223.00
chr21	45513943	45514114	171	171	27.00	49.00	38.01	38.00	6499.00
chr3	124201630	124201747	117	117	0.00	0.00	0.00	0.00	0.00
chr17	79805118	79805223	105	105	468.00	604.00	536.54	532.00	56337.00
chr20	46307419	46307548	129	129	84.00	98.00	89.50	89.00	11545.00
chr17	38187790	38187873	83	83	33.00	49.00	42.90	43.00	3561.00
chr2	207452814	207452878	64	64	0.00	1.00	0.91	1.00	58.00
chr17	45695715	45695823	108	108	57.00	95.00	77.56	79.00	8376.00
chr7	44283023	44283126	103	103	0.00	1.00	0.47	0.00	48.00
chr20	62274975	62275284	309	309	0.00	45.00	20.18	25.00	6235.00
chr11	108202605	108202764	159	159	10.00	19.00	14.43	13.00	2295.00
chr9	140051314	140051489	175	175	0.00	0.00	0.00	0.00	0.00
chr22	45574118	45574781	663	663	37.00	72.00	54.72	54.00	36281.00
chr15	79312382	79312446	64	64	0.00	0.00	0.00	0.00	0.00
chr1	21940120	21940199	79	79	2.00	2.00	2.00	2.00	158.00
chr17	3775847	3775921	74	74	15.00	26.00	19.34	17.00	1431.00
chr7	73133931	73134019	88	88	0.00	3.00	1.05	1.00	92.00
chr11	72292920	72292991	71	71	7.00	10.00	8.68	9.00	616.00
chr7	43547616	43547730	114	114	0.00	0.00	0.00	0.00	0.00
chr16	58713760	58714145	385	385	1.00	6.00	3.37	3.00	1297.00
chr22	21083600	21083794	194	194	55.00	101.00	80.07	86.00	15534.00
